Date;Hour;D.vien (grados);H (%);Precipitación (l/m2);Tº (ºC);V.vien (m/s)
06/10/2017;07:00;290;82;0;17,4;1,02
06/10/2017;06:00;326;83;0;17,3;1,28
06/10/2017;05:00;341;82;0;17,5;1,65
06/10/2017;04:00;335;82;0;17,6;1,48
06/10/2017;03:00;333;82;0;17,7;1,88
06/10/2017;02:00;327;83;0;17,8;1,2
06/10/2017;01:00;319;83;0;17,9;1,65
05/10/2017;24:00;339;82;0;18,2;1,19
05/10/2017;23:00;341;83;0;18,3;1,59
05/10/2017;22:00;338;83;0;18,4;1,96
05/10/2017;21:00;340;83;0;18,6;2,35
05/10/2017;20:00;331;84;0;18,7;2,25
05/10/2017;19:00;337;84;0;19,1;3,06
05/10/2017;18:00;321;83;0;19,4;2,79
05/10/2017;17:00;324;84;0;19,7;2,83
05/10/2017;16:00;328;85;0;19,8;3,65
05/10/2017;15:00;308;86;0;20,3;5,22
05/10/2017;14:00;313;90;0;20,2;3,82
05/10/2017;13:00;317;93;0;19,7;3,32
05/10/2017;12:00;298;93;0;19,5;2,42
05/10/2017;11:00;314;93;0,1;19,4;2,33
05/10/2017;10:00;302;93;0;19,4;1,52
05/10/2017;09:00;307;92;0;19,3;1,75
05/10/2017;08:00;295;92;0;19,4;1,8
05/10/2017;07:00;288;92;0;19,4;1,62
05/10/2017;06:00;300;92;0;19,5;1,73
05/10/2017;05:00;289;92;0;19,5;1,54
05/10/2017;04:00;286;92;0;19,4;1,89
05/10/2017;03:00;286;91;0;19,5;1,27
05/10/2017;02:00;280;91;0;19,5;0,95
05/10/2017;01:00;290;91;0;19,5;1,58
04/10/2017;24:00;286;90;0;19,5;0,72
04/10/2017;23:00;288;90;0;19,5;1,92
04/10/2017;22:00;298;90;0;19,3;2,2
04/10/2017;21:00;300;89;0;19,3;2,36
04/10/2017;20:00;313;88;0;19,5;2,36
04/10/2017;19:00;301;85;0;20;2,47
04/10/2017;18:00;301;82;0;21;4,06
04/10/2017;17:00;310;78;0;22,2;4,45
04/10/2017;16:00;304;74;0;23,1;5,53
04/10/2017;15:00;307;68;0;24,8;4,82
04/10/2017;14:00;297;63;0;25,9;3,61
04/10/2017;13:00;285;62;0;25,7;1,65
04/10/2017;12:00;333;63;0;24,4;1
04/10/2017;11:00;99;71;0;22,9;0,68
04/10/2017;10:00;121;83;0;20,5;2,21
04/10/2017;09:00;126;90;0;18,5;2,01
04/10/2017;08:00;118;92;0;17,4;2,4
04/10/2017;07:00;121;92;0;17,6;1,66
04/10/2017;06:00;127;92;0;17,9;1,77
04/10/2017;05:00;110;92;0;18,3;1,22
04/10/2017;04:00;120;91;0;18,6;1,27
04/10/2017;03:00;282;91;0;18,8;0,85
04/10/2017;02:00;300;91;0;18,9;0,73
04/10/2017;01:00;71;90;0;18,9;1,02
03/10/2017;24:00;109;90;0;19,3;1,38
03/10/2017;23:00;316;89;0;19,4;0,17
03/10/2017;22:00;300;89;0;19,6;1,61
03/10/2017;21:00;293;88;0;20;0,77
03/10/2017;20:00;300;87;0;20,3;0,34
03/10/2017;19:00;338;88;0;20,3;0,48
03/10/2017;18:00;298;86;0;20,6;3
03/10/2017;17:00;306;84;0;21,2;3,49
03/10/2017;16:00;304;83;0;21,3;3,53
03/10/2017;15:00;299;82;0;21,5;4,35
03/10/2017;14:00;300;83;0;21,4;4,89
03/10/2017;13:00;301;87;0;21,1;3,83
03/10/2017;12:00;311;90;0;20,8;2,88
03/10/2017;11:00;332;92;0;20,6;0,72
03/10/2017;10:00;94;94;0;19,4;1,01
03/10/2017;09:00;114;95;0;18,7;1,49
03/10/2017;08:00;114;94;0;18,6;1,05
03/10/2017;07:00;131;94;0;18,6;1,08
03/10/2017;06:00;119;94;0;18,6;1,17
03/10/2017;05:00;121;93;0;18,8;1,12
03/10/2017;04:00;87;92;0;19,2;1,05
03/10/2017;03:00;118;91;0;19,6;0,44
03/10/2017;02:00;85;91;0;19,6;0,73
03/10/2017;01:00;118;91;0;19,8;1,1
02/10/2017;24:00;106;91;0;20,1;1,06
02/10/2017;23:00;335;90;0;20,2;0,15
02/10/2017;22:00;290;90;0;20,4;1,04
02/10/2017;21:00;279;89;0;20,6;0,84
02/10/2017;20:00;285;89;0;20,6;0,72
02/10/2017;19:00;309;89;0;20,8;1,54
02/10/2017;18:00;299;88;0;21,1;2,19
02/10/2017;17:00;296;87;0;21,7;1,76
02/10/2017;16:00;104;88;0;21,9;0,27
02/10/2017;15:00;176;90;0;21,4;0,61
02/10/2017;14:00;67;91;0;21;0,42
02/10/2017;13:00;71;92;0;20,7;0,1
02/10/2017;12:00;130;93;0;20,1;0,19
02/10/2017;11:00;76;93;0,1;19,6;0,77
02/10/2017;10:00;116;94;0;19,3;0,61
02/10/2017;09:00;132;94;0;18,9;1,05
02/10/2017;08:00;116;94;0;18,7;0,78
02/10/2017;07:00;76;94;0;18,6;0,29
02/10/2017;06:00;295;93;0,1;18,4;0,08
02/10/2017;05:00;287;93;0,1;18,3;0,6
02/10/2017;04:00;289;93;0,1;18,4;0,22
02/10/2017;03:00;295;92;0,1;18,5;0,34
02/10/2017;02:00;113;92;0,2;18,8;0,1
02/10/2017;01:00;143;91;0;18,9;0,57
01/10/2017;24:00;147;91;0;19;0,79
01/10/2017;23:00;142;90;0;19,1;0,83
01/10/2017;22:00;117;90;0;19,3;0,38
01/10/2017;21:00;123;89;0;19,5;0,24
01/10/2017;20:00;139;89;0;19,6;0,58
01/10/2017;19:00;156;89;0;19,7;0,56
01/10/2017;18:00;102;89;0;19,5;0,43
01/10/2017;17:00;104;89;0;19,5;0,75
01/10/2017;16:00;115;89;0;19,2;1,21
01/10/2017;15:00;127;89;0;18,9;0,95
01/10/2017;14:00;130;89;0;18,6;1,56
01/10/2017;13:00;142;89;0;18,2;1,22
01/10/2017;12:00;138;90;0;17,6;1,25
01/10/2017;11:00;142;90;0;17,1;1,43
01/10/2017;10:00;135;90;0;16,5;1,54
01/10/2017;09:00;127;90;0;16,3;1,57
01/10/2017;08:00;131;89;0;16,1;1,98
01/10/2017;07:00;120;89;0;16;2,36
01/10/2017;06:00;113;89;0;15,8;2,13
01/10/2017;05:00;124;89;0;15,8;1,94
01/10/2017;04:00;129;90;0;15,7;2,52
01/10/2017;03:00;135;90;0;15,6;2
01/10/2017;02:00;132;90;0;15,5;2,02
01/10/2017;01:00;128;90;0;15,8;2,39
30/09/2017;24:00;133;90;0;16;1,85
30/09/2017;23:00;125;89;0;16,4;1,22
30/09/2017;22:00;156;89;0;16,7;1,07
30/09/2017;21:00;258;89;0;16,8;0,47
30/09/2017;20:00;292;90;0;16,8;1,41
30/09/2017;19:00;297;90;0;16,8;1,65
30/09/2017;18:00;294;89;0;17,1;2,17
30/09/2017;17:00;30;89;0;17,1;0,58
30/09/2017;16:00;61;91;0;16,8;1,62
30/09/2017;15:00;47;92;0,1;17,1;1,91
30/09/2017;14:00;302;92;0,4;17,6;1,91
30/09/2017;13:00;295;92;0;17,7;1,12
30/09/2017;12:00;347;94;0,2;16,7;1,37
30/09/2017;11:00;319;94;0;16,8;0,63
30/09/2017;10:00;287;94;0;16,4;2,09
30/09/2017;09:00;303;94;0,1;16,3;3,86
30/09/2017;08:00;316;93;0,2;16,9;3,07
30/09/2017;07:00;297;92;0,1;17,2;2,59
30/09/2017;06:00;298;90;0,4;17,4;4,72
30/09/2017;05:00;293;86;0,2;18,4;4,47
30/09/2017;04:00;293;85;0;19;1,73
30/09/2017;03:00;287;85;0;19,1;0,95
30/09/2017;02:00;295;85;0;19,2;0,31
30/09/2017;01:00;352;86;0;19,1;0,76
29/09/2017;24:00;310;85;0;19,5;1,26
29/09/2017;23:00;350;85;0;19,6;1,29
29/09/2017;22:00;21;85;0;19,6;0,65
29/09/2017;21:00;6;85;0;19,7;1,09
29/09/2017;20:00;336;85;0;20;2,89
29/09/2017;19:00;325;83;0;20,3;4,21
29/09/2017;18:00;314;80;0;20,5;4,39
29/09/2017;17:00;323;75;0;21,2;5,1
29/09/2017;16:00;323;68;0;21,8;4,87
29/09/2017;15:00;323;67;0;21,9;5,99
29/09/2017;14:00;314;57;0;23,7;5,93
29/09/2017;13:00;296;55;0;24,5;4,92
29/09/2017;12:00;294;60;0;24,6;4,17
29/09/2017;11:00;294;64;0;24,1;1,33
29/09/2017;10:00;107;76;0;21,5;0,95
29/09/2017;09:00;119;85;0;18,8;1,04
29/09/2017;08:00;123;88;0;17,3;1,67
29/09/2017;07:00;122;88;0;17;2,31
29/09/2017;06:00;62;87;0;17,1;0,33
29/09/2017;05:00;84;87;0;17,1;0,28
29/09/2017;04:00;284;87;0;16,9;0,75
29/09/2017;03:00;292;86;0;17,5;0,55
29/09/2017;02:00;275;85;0;18,1;0,16
29/09/2017;01:00;131;85;0;18,6;1,62
28/09/2017;24:00;139;84;0;19,3;0,97
28/09/2017;23:00;70;83;0;19,9;0,09
28/09/2017;22:00;349;81;0;20,1;0,41
28/09/2017;21:00;335;81;0;20,6;0,61
28/09/2017;20:00;314;80;0;21,4;1,52
28/09/2017;19:00;309;73;0;22,3;2,85
28/09/2017;18:00;296;64;0;24,5;3,23
28/09/2017;17:00;297;56;0;26,7;3,79
28/09/2017;16:00;299;51;0;27,4;3,7
28/09/2017;15:00;290;46;0;28;3,95
28/09/2017;14:00;130;32;0;31;1,14
28/09/2017;13:00;4;36;0;29,7;0,77
28/09/2017;12:00;300;41;0;28,7;0,99
28/09/2017;11:00;326;48;0;26,8;0,85
28/09/2017;10:00;291;56;0;24,8;0,83
28/09/2017;09:00;50;65;0;22;0,37
28/09/2017;08:00;114;75;0;18,5;1,22
28/09/2017;07:00;119;82;0;15,4;1,83
28/09/2017;06:00;131;82;0;15,1;2,6
28/09/2017;05:00;133;82;0;15;2,45
28/09/2017;04:00;134;81;0;15;2,15
28/09/2017;03:00;128;80;0;15,6;2,21
28/09/2017;02:00;148;78;0;16,1;1,21
28/09/2017;01:00;131;77;0;16,5;2,68
27/09/2017;24:00;130;75;0;17;2,64
27/09/2017;23:00;130;72;0;18;2,03
27/09/2017;22:00;141;69;0;19;1,42
27/09/2017;21:00;285;66;0;19,5;0,49
27/09/2017;20:00;301;68;0;20;2,13
27/09/2017;19:00;295;67;0;21,2;1,55
27/09/2017;18:00;310;60;0;22;3,42
27/09/2017;17:00;293;51;0;23,9;3,94
27/09/2017;16:00;292;49;0;24,9;3,34
27/09/2017;15:00;293;50;0;24,5;3,07
27/09/2017;14:00;312;56;0;23,1;4,36
27/09/2017;13:00;303;54;0;24,1;5,84
27/09/2017;12:00;348;39;0;27,1;0,27
27/09/2017;11:00;331;44;0;25,1;0,42
27/09/2017;10:00;9;56;0;22,7;0,69
27/09/2017;09:00;65;65;0;20,6;0,62
27/09/2017;08:00;90;78;0;17,3;0,96
27/09/2017;07:00;100;86;0;14,7;1,42
27/09/2017;06:00;118;88;0;14,1;1,98
27/09/2017;05:00;122;88;0;14,2;2,46
27/09/2017;04:00;118;88;0;14,3;2,37
27/09/2017;03:00;120;87;0;14,8;1,97
27/09/2017;02:00;121;87;0;15;2,4
27/09/2017;01:00;121;86;0;15,5;1,65
26/09/2017;24:00;126;85;0;15,9;2,33
26/09/2017;23:00;127;83;0;16,4;2,27
26/09/2017;22:00;118;80;0;17,3;1,89
26/09/2017;21:00;134;76;0;18,3;1,11
26/09/2017;20:00;358;73;0;19;0,19
26/09/2017;19:00;30;71;0;19,5;0,51
26/09/2017;18:00;65;70;0;20,4;1,83
26/09/2017;17:00;48;67;0;21,3;3,79
26/09/2017;16:00;25;64;0;22,5;2,16
26/09/2017;15:00;355;61;0;22,8;2,22
26/09/2017;14:00;333;60;0;22,5;1,86
26/09/2017;13:00;351;58;0;22,8;1,01
26/09/2017;12:00;304;63;0;22;0,99
26/09/2017;11:00;297;74;0;20,3;1,01
26/09/2017;10:00;252;83;0;18,1;0,41
26/09/2017;09:00;127;85;0;17;0,76
26/09/2017;08:00;117;86;0;16,8;0,57
26/09/2017;07:00;196;86;0;16,3;0,32
26/09/2017;06:00;71;87;0;16,5;0,19
26/09/2017;05:00;114;86;0;16,5;0,66
26/09/2017;04:00;138;86;0;16,6;1,07
26/09/2017;03:00;156;86;0;16,9;0,62
26/09/2017;02:00;123;86;0;16,9;1,21
26/09/2017;01:00;127;83;0;17,3;0,99
25/09/2017;24:00;355;81;0;17,5;0,28
25/09/2017;23:00;305;81;0;17,4;0,28
25/09/2017;22:00;278;79;0;17,8;0,91
25/09/2017;21:00;293;78;0;18,1;0,71
25/09/2017;20:00;285;77;0;18,4;2,45
25/09/2017;19:00;284;75;0;19,1;2,48
25/09/2017;18:00;302;73;0;19,4;2,62
25/09/2017;17:00;305;74;0;19,4;4,77
25/09/2017;16:00;305;78;0;19,3;7,07
25/09/2017;15:00;300;83;0;18,5;3,19
25/09/2017;14:00;302;77;0;19,1;7,37
25/09/2017;13:00;323;77;0;19,5;4,97
25/09/2017;12:00;325;73;0;20,6;2,74
25/09/2017;11:00;306;81;0;19,4;1,19
25/09/2017;10:00;284;81;0;19,2;1
25/09/2017;09:00;21;84;0;18,3;0,17
25/09/2017;08:00;145;86;0;17,4;0,75
25/09/2017;07:00;151;87;0;16,9;0,65
25/09/2017;06:00;148;86;0;17;1,03
25/09/2017;05:00;132;85;0;17,3;0,61
25/09/2017;04:00;246;84;0;17,3;0,28
25/09/2017;03:00;293;83;0;17,5;1,38
25/09/2017;02:00;277;79;0;18,4;1,27
25/09/2017;01:00;8;75;0,1;19,1;0,15
24/09/2017;24:00;234;77;0;19,5;0,53
24/09/2017;23:00;307;81;0;19,6;3,63
24/09/2017;22:00;304;86;0;19,6;5,46
24/09/2017;21:00;295;86;0;19,8;3,46
24/09/2017;20:00;300;86;0;20;2,86
24/09/2017;19:00;302;84;0;20,1;4,31
24/09/2017;18:00;316;80;0;21;3,89
24/09/2017;17:00;318;72;0;22,3;4,33
24/09/2017;16:00;320;65;0;23,5;3,97
24/09/2017;15:00;307;67;0;23,7;3,32
24/09/2017;14:00;318;68;0;22,8;3,73
24/09/2017;13:00;313;62;0;22,7;5,56
24/09/2017;12:00;305;60;0;23,9;4,28
24/09/2017;11:00;293;62;0;23,5;1,15
24/09/2017;10:00;145;69;0;21,2;0,45
24/09/2017;09:00;127;79;0;18,1;1,96
24/09/2017;08:00;111;84;0;16,4;1,62
24/09/2017;07:00;131;87;0;15,5;1,38
24/09/2017;06:00;137;87;0;15,4;1,86
24/09/2017;05:00;128;86;0;15,7;2,82
24/09/2017;04:00;131;85;0;16,3;2,34
24/09/2017;03:00;128;85;0;16,7;2,44
24/09/2017;02:00;128;84;0;17,2;2,25
24/09/2017;01:00;137;82;0;17,8;2,13
23/09/2017;24:00;133;79;0;18,6;1,73
23/09/2017;23:00;148;76;0;19,4;0,6
23/09/2017;22:00;128;75;0;19,8;0,73
23/09/2017;21:00;17;77;0;20;1,37
23/09/2017;20:00;320;78;0;20,9;2,95
23/09/2017;19:00;313;71;0;22,5;3,67
23/09/2017;18:00;318;48;0;26,3;4,35
23/09/2017;17:00;304;39;0;28,7;4,75
23/09/2017;16:00;349;34;0;31,1;0,36
23/09/2017;15:00;139;38;0;30,2;0,64
23/09/2017;14:00;266;41;0;29,3;1,16
23/09/2017;13:00;184;45;0;27,5;1,7
23/09/2017;12:00;197;48;0;26;1,43
23/09/2017;11:00;287;52;0;24,5;0,4
23/09/2017;10:00;313;60;0;22,5;1,32
23/09/2017;09:00;308;70;0;20,8;1,17
23/09/2017;08:00;340;83;0;18,5;0,36
23/09/2017;07:00;102;90;0;15,8;0,73
23/09/2017;06:00;97;92;0;14,9;2,18
23/09/2017;05:00;124;92;0;15;2,52
23/09/2017;04:00;125;92;0;15,2;2,4
23/09/2017;03:00;127;92;0;15,5;2,25
23/09/2017;02:00;125;91;0;15,9;2,59
23/09/2017;01:00;142;89;0;16,4;1,75
22/09/2017;24:00;158;88;0;17;0,99
22/09/2017;23:00;137;87;0;17,4;0,54
22/09/2017;22:00;288;86;0;17,6;0,62
22/09/2017;21:00;285;86;0;17,7;0,95
22/09/2017;20:00;302;86;0;17,7;0,54
22/09/2017;19:00;290;85;0;17,7;0,64
22/09/2017;18:00;286;85;0;17,6;0,85
22/09/2017;17:00;286;85;0;17,4;1,39
22/09/2017;16:00;305;83;0;17,4;1,84
22/09/2017;15:00;324;82;0;17,4;2
22/09/2017;14:00;344;83;0;17,2;2,15
22/09/2017;13:00;326;87;0;16,8;2,42
22/09/2017;12:00;308;90;0;16,4;2,91
22/09/2017;11:00;299;90;0;16,1;2,48
22/09/2017;10:00;293;90;0,2;16,6;1,02
22/09/2017;09:00;296;92;0;16,4;1,18
22/09/2017;08:00;296;93;0;16,1;1,76
22/09/2017;07:00;315;93;0;16;2,68
22/09/2017;06:00;308;93;0,1;16,4;3,37
22/09/2017;05:00;319;93;0,1;16,9;2,53
22/09/2017;04:00;297;92;0,1;17,2;1,98
22/09/2017;03:00;311;91;0,1;17,5;1,94
22/09/2017;02:00;309;89;0,1;17,9;1,97
22/09/2017;01:00;295;86;0;18,2;1,68
21/09/2017;24:00;297;84;0;18,4;0,22
21/09/2017;23:00;125;84;0;18,4;0,65
21/09/2017;22:00;154;83;0;18,8;0,74
21/09/2017;21:00;136;83;0;19;0,65
21/09/2017;20:00;28;82;0;19,3;0,45
21/09/2017;19:00;331;80;0;19,6;1,88
21/09/2017;18:00;324;76;0;19,7;3,15
21/09/2017;17:00;321;77;0;19,6;5,42
21/09/2017;16:00;319;77;0;19,5;6,17
21/09/2017;15:00;322;74;0;20;5,27
21/09/2017;14:00;314;69;0;20,9;5,43
21/09/2017;13:00;298;63;0;21,6;4,04
21/09/2017;12:00;300;59;0;21,5;3,69
21/09/2017;11:00;294;57;0;21,7;1,1
21/09/2017;10:00;74;66;0;18,8;0,82
21/09/2017;09:00;157;76;0;15,8;1,07
21/09/2017;08:00;127;82;0;13,3;2,69
21/09/2017;07:00;131;85;0;12,6;2,79
21/09/2017;06:00;121;86;0;12,5;1,9
21/09/2017;05:00;127;86;0;12,8;2,24
21/09/2017;04:00;128;86;0;13,1;2,92
21/09/2017;03:00;131;85;0;13,7;2,33
21/09/2017;02:00;132;84;0;14,2;2,26
21/09/2017;01:00;134;83;0;14,8;2,29
20/09/2017;24:00;125;80;0;15,5;2,12
20/09/2017;23:00;128;77;0;16,2;1,79
20/09/2017;22:00;120;73;0;17,2;1,69
20/09/2017;21:00;130;67;0;18,4;1,32
20/09/2017;20:00;294;63;0;19,2;1,28
20/09/2017;19:00;296;59;0;20,5;2,63
20/09/2017;18:00;311;51;0;22,7;2,44
20/09/2017;17:00;298;48;0;23,7;3,42
20/09/2017;16:00;300;45;0;24,1;4,57
20/09/2017;15:00;355;34;0;25,9;1,3
20/09/2017;14:00;54;30;0;25,4;0,62
20/09/2017;13:00;129;35;0;23,6;1,91
20/09/2017;12:00;111;41;0;21,7;1,8
20/09/2017;11:00;123;55;0;18,7;1,99
20/09/2017;10:00;118;65;0;15,7;2,58
20/09/2017;09:00;119;76;0;13,1;3,07
20/09/2017;08:00;125;85;0;11,3;2,38
20/09/2017;07:00;125;88;0;10;2,64
20/09/2017;06:00;126;89;0;10,1;2,4
20/09/2017;05:00;127;89;0;10,5;1,84
20/09/2017;04:00;126;88;0;10,7;2,05
20/09/2017;03:00;118;87;0;11,3;1,86
20/09/2017;02:00;128;87;0;11,8;2,5
20/09/2017;01:00;124;86;0;12,4;1,93
19/09/2017;24:00;117;83;0;13,1;1,65
19/09/2017;23:00;125;80;0;14,2;1,31
19/09/2017;22:00;137;76;0;15,1;0,6
19/09/2017;21:00;282;72;0;15,9;0,47
19/09/2017;20:00;315;69;0;16,8;1,25
19/09/2017;19:00;342;67;0;17,4;1,1
19/09/2017;18:00;347;62;0;18,9;2,04
19/09/2017;17:00;309;58;0;19,6;3,25
19/09/2017;16:00;307;56;0;19,9;3,21
19/09/2017;15:00;305;55;0;19,9;2,94
19/09/2017;14:00;322;56;0;19,6;2,73
19/09/2017;13:00;312;58;0;19,3;3,31
19/09/2017;12:00;321;58;0;18,8;3,42
19/09/2017;11:00;321;67;0;18,2;3
19/09/2017;10:00;354;83;0;17,8;0,31
19/09/2017;09:00;118;89;0;16;0,89
19/09/2017;08:00;143;92;0;14,7;0,99
19/09/2017;07:00;162;92;0;14,4;1,15
19/09/2017;06:00;154;92;0;14,5;0,97
19/09/2017;05:00;126;92;0;14,9;0,84
19/09/2017;04:00;129;92;0;15,1;0,75
19/09/2017;03:00;144;92;0;15,2;0,73
19/09/2017;02:00;166;91;0;15,3;0,04
19/09/2017;01:00;294;91;0;15,3;0,78
18/09/2017;24:00;289;91;0,1;15,6;1,08
18/09/2017;23:00;282;91;0;15,8;0,53
18/09/2017;22:00;8;92;0;15,9;0,09
18/09/2017;21:00;295;92;0;15,6;1,38
18/09/2017;20:00;295;92;0;15,5;1,98
18/09/2017;19:00;293;92;0;15,7;2,3
18/09/2017;18:00;302;90;0;15,8;2,82
18/09/2017;17:00;313;88;0,8;16,8;1,21
18/09/2017;16:00;283;87;0,3;17,1;0,75
18/09/2017;15:00;294;86;0;16,8;1,03
18/09/2017;14:00;305;85;0;16,5;1,26
18/09/2017;13:00;311;83;0;16,6;2,03
18/09/2017;12:00;279;83;0;16,8;0,74
18/09/2017;11:00;181;83;0;16,5;0,99
18/09/2017;10:00;221;87;0;16,4;0,1
18/09/2017;09:00;97;89;0;15,3;1,24
18/09/2017;08:00;121;90;0;14,8;1,14
18/09/2017;07:00;104;90;0;14,5;0,34
18/09/2017;06:00;123;90;0;14,5;1,24
18/09/2017;05:00;104;89;0,1;14,6;0,38
18/09/2017;04:00;150;88;0,3;14,7;0,6
18/09/2017;03:00;140;86;0,4;14,8;1,4
18/09/2017;02:00;134;83;0,4;15,2;0,55
18/09/2017;01:00;129;76;0,3;15,9;0,94
17/09/2017;24:00;191;70;0,1;16,9;0,58
17/09/2017;23:00;295;69;0;17,1;0,41
17/09/2017;22:00;273;70;0;17,1;1,03
17/09/2017;21:00;287;70;0;17,3;1,83
17/09/2017;20:00;295;68;0;17,6;2,34
17/09/2017;19:00;287;67;0;17,8;2,22
17/09/2017;18:00;314;69;0;17,8;5,53
17/09/2017;17:00;320;65;0;18,4;6,93
17/09/2017;16:00;324;58;0;18,9;5,7
17/09/2017;15:00;324;48;0;19,6;5,29
17/09/2017;14:00;304;46;0;19,6;4,97
17/09/2017;13:00;307;46;0;19,4;5,91
17/09/2017;12:00;295;49;0;19;3,08
17/09/2017;11:00;284;56;0;18,1;2,69
17/09/2017;10:00;177;70;0;16,5;1,02
17/09/2017;09:00;136;80;0;13,1;1,49
17/09/2017;08:00;125;83;0;12,1;2,12
17/09/2017;07:00;148;84;0;11,8;1,8
17/09/2017;06:00;163;84;0;11,8;1,66
17/09/2017;05:00;129;84;0;12;1,76
17/09/2017;04:00;153;84;0;12,1;1,74
17/09/2017;03:00;147;84;0;12,3;1,72
17/09/2017;02:00;146;83;0;12,5;1,38
17/09/2017;01:00;142;82;0;12,8;1,55
16/09/2017;24:00;144;80;0;13,3;1,85
16/09/2017;23:00;166;77;0;13,9;1,27
16/09/2017;22:00;180;77;0;14;1,7
16/09/2017;21:00;183;80;0;13,9;1,17
16/09/2017;20:00;190;81;0;14;1,47
16/09/2017;19:00;291;80;0,1;14,4;0,62
16/09/2017;18:00;100;74;0,3;15,1;0,51
16/09/2017;17:00;131;70;0;15,7;0,95
16/09/2017;16:00;35;71;0;15,1;1,45
16/09/2017;15:00;120;72;0,2;15;1,39
16/09/2017;14:00;14;72;0,1;14,5;1,07
16/09/2017;13:00;312;64;0,2;15,1;4,05
16/09/2017;12:00;297;60;0;15,8;4,38
16/09/2017;11:00;306;62;0;16,1;3,79
16/09/2017;10:00;266;65;0;16,1;1,7
16/09/2017;09:00;245;73;0;14,3;1,05
16/09/2017;08:00;184;81;0;13,3;1,55
16/09/2017;07:00;167;87;0;12;0,45
16/09/2017;06:00;166;89;0;11,4;1,2
16/09/2017;05:00;153;90;0;11,6;0,93
16/09/2017;04:00;152;89;0;11,7;1,13
16/09/2017;03:00;129;89;0,1;11,9;0,93
16/09/2017;02:00;137;89;0;11,9;1,42
16/09/2017;01:00;151;89;0;12,1;1,6
15/09/2017;24:00;154;88;0;12,4;1,12
15/09/2017;23:00;141;86;0;12,9;1,3
15/09/2017;22:00;122;84;0,2;13,4;0,72
15/09/2017;21:00;173;82;0,1;13,5;0,09
15/09/2017;20:00;304;80;0,4;13,6;1,18
15/09/2017;19:00;6;78;0,1;14,5;0,28
15/09/2017;18:00;278;76;0;15,4;1,69
15/09/2017;17:00;293;76;0,3;15,1;3,05
15/09/2017;16:00;276;73;0;16,1;1,49
15/09/2017;15:00;301;74;0,1;15,5;3,12
15/09/2017;14:00;298;77;0,3;15,3;2,39
15/09/2017;13:00;308;73;0,1;16;2,88
15/09/2017;12:00;309;79;0,2;16;2,25
15/09/2017;11:00;346;80;0,4;15,5;0,5
15/09/2017;10:00;290;81;0,1;15,1;1,6
15/09/2017;09:00;151;84;0;14,3;1,27
15/09/2017;08:00;147;86;0,1;12,9;1,14
15/09/2017;07:00;124;86;0;12,4;1,62
15/09/2017;06:00;123;85;0;12,5;1,12
15/09/2017;05:00;125;84;0;12,7;0,8
15/09/2017;04:00;129;84;0;12,7;0,77
15/09/2017;03:00;129;83;0;13;1,29
15/09/2017;02:00;143;81;0;13,4;1,34
15/09/2017;01:00;127;79;0;14;0,77
14/09/2017;24:00;161;77;0;14,4;0,48
14/09/2017;23:00;123;74;0;14,9;0,67
14/09/2017;22:00;132;69;0;15,7;1,54
14/09/2017;21:00;221;65;0;16;0,53
14/09/2017;20:00;279;62;0;16,7;1,39
14/09/2017;19:00;288;57;0;17,4;2,26
14/09/2017;18:00;314;56;0;18;4,16
14/09/2017;17:00;319;56;0;18,3;5,08
14/09/2017;16:00;312;55;0;18,4;5,4
14/09/2017;15:00;316;60;0;18,3;6,28
14/09/2017;14:00;316;61;0;18,5;6,37
14/09/2017;13:00;321;61;0;18,4;4,53
14/09/2017;12:00;305;65;0;18;4,1
14/09/2017;11:00;283;68;0;17,6;1,85
14/09/2017;10:00;291;79;0;15,7;3,23
14/09/2017;09:00;296;85;0;14,7;4,74
14/09/2017;08:00;293;90;0;13,9;6,02
14/09/2017;07:00;311;91;0,3;14,7;7,78
14/09/2017;06:00;312;89;0,5;16,1;9,53
14/09/2017;05:00;309;83;0,6;19,3;1,02
14/09/2017;04:00;136;81;0;19,8;1,02
14/09/2017;03:00;139;80;0;20,1;0,63
14/09/2017;02:00;120;79;0;20,2;0,83
14/09/2017;01:00;137;79;0;20,3;0,58
13/09/2017;24:00;135;79;0;20,1;1,1
13/09/2017;23:00;102;78;0;20,3;1,4
13/09/2017;22:00;153;76;0;20,7;1,47
13/09/2017;21:00;108;74;0;21,2;1,05
13/09/2017;20:00;68;72;0;21,3;0,6
13/09/2017;19:00;4;71;0;21,6;1,13
13/09/2017;18:00;339;71;0;21,6;3,09
13/09/2017;17:00;326;70;0;21,9;4,79
13/09/2017;16:00;323;67;0;22,2;6,45
13/09/2017;15:00;323;64;0;22,7;6,37
13/09/2017;14:00;314;65;0;22,9;5,76
13/09/2017;13:00;315;63;0;23,3;4,89
13/09/2017;12:00;314;60;0;24;2,87
13/09/2017;11:00;300;61;0;23,9;0,76
13/09/2017;10:00;133;69;0;21,4;1,14
13/09/2017;09:00;116;79;0;18,8;2,1
13/09/2017;08:00;117;85;0;16,7;2,11
13/09/2017;07:00;133;88;0;15,4;2,2
13/09/2017;06:00;128;88;0;15,2;2,55
13/09/2017;05:00;129;87;0;15,4;2,26
13/09/2017;04:00;126;87;0;15,8;1,7
13/09/2017;03:00;130;87;0;15,8;2,18
13/09/2017;02:00;134;86;0;16,2;2,36
