Date;Hour;Benceno (µg/m3);M-P-XILENO (µg/m3);Tolueno (µg/m3);D.vien (grados);V.vien (m/s)
09/10/2017;11:00;2,64;7,8;10,78;79;1,16
09/10/2017;10:00;3,18;7,97;11,23;72;0,37
09/10/2017;09:00;4,35;5,58;9,6;80;0,36
09/10/2017;08:00;3,36;3,66;6,57;95;0,42
09/10/2017;07:00;2,54;2,85;5,67;111;0,4
09/10/2017;06:00;1,7;1,7;3,71;103;0,42
09/10/2017;05:00;2,17;1,33;3,51;108;0,44
09/10/2017;04:00;1,79;1,32;3,54;109;0,46
09/10/2017;03:00;1,68;1,48;3,8;112;0,44
09/10/2017;02:00;1,31;1,53;4,29;109;0,46
09/10/2017;01:00;0,86;1,54;4,83;116;0,46
08/10/2017;24:00
08/10/2017;23:00
08/10/2017;22:00
08/10/2017;21:00
08/10/2017;20:00
08/10/2017;19:00
08/10/2017;18:00
08/10/2017;17:00
08/10/2017;16:00
08/10/2017;15:00
08/10/2017;14:00
08/10/2017;13:00
08/10/2017;12:00
08/10/2017;11:00
08/10/2017;10:00
08/10/2017;09:00;2,59;1,37;3,8;100;0,39
08/10/2017;08:00;2,51;1,35;3,47;99;0,43
08/10/2017;07:00;2,49;1,46;3,75;104;0,42
08/10/2017;06:00;1,73;1,44;3,7;111;0,46
08/10/2017;05:00;2,19;1,65;3,79;111;0,46
08/10/2017;04:00;0,91;1,66;3,79;111;0,41
08/10/2017;03:00;1,07;1,72;3,48;107;0,41
08/10/2017;02:00;1,21;1,67;3,28;114;0,46
08/10/2017;01:00;1;1,53;2,76;113;0,46
07/10/2017;24:00;1,35;2,26;4,09;109;0,43
07/10/2017;23:00;1,3;1,85;3,62;119;0,42
07/10/2017;22:00;1,61;1,13;2,04;139;0,45
07/10/2017;21:00;1,77;1,12;1,95;144;0,44
07/10/2017;20:00;0,92;0,8;1,29;148;0,43
07/10/2017;19:00;0,8;0,67;1,16;139;0,46
07/10/2017;18:00;0,6;0,77;1,05;166;0,34
07/10/2017;17:00;0,58;0,56;1,06;231;0,88
07/10/2017;16:00;0,52;0,5;0,92;30;0,22
07/10/2017;15:00;0,52;0,42;0,57;360;1,31
07/10/2017;14:00;0,63;0,49;0,76;24;1,15
07/10/2017;13:00;0,81;0,59;0,98;26;0,83
07/10/2017;12:00;2,19;1,16;1,93;49;1,57
07/10/2017;11:00;2,58;2,28;4,19;80;1,26
07/10/2017;10:00;2,5;2,26;4,82;91;0,61
07/10/2017;09:00;2,35;2,86;5,62;79;0,39
07/10/2017;08:00;1,38;2,54;5,23;93;0,4
07/10/2017;07:00;1,06;2,19;4,5;112;0,47
07/10/2017;06:00;0,96;1,8;4,04;108;0,4
07/10/2017;05:00;0,85;1,36;3,35;117;0,42
07/10/2017;04:00;0,75;0,95;2,95;123;0,44
07/10/2017;03:00;0,51;0,52;1,02;132;0,43
07/10/2017;02:00;0,54;0,55;0,87;148;0,44
07/10/2017;01:00;0,51;0,76;1,12;152;0,42
06/10/2017;24:00;0,6;0,76;0,99;147;0,42
06/10/2017;23:00;0,63;1,18;1,52;145;0,42
06/10/2017;22:00;0,94;1,89;2,42;139;0,45
06/10/2017;21:00;0,51;0,63;1,07;128;0,43
06/10/2017;20:00;0,5;0,56;0,98;47;0,41
06/10/2017;19:00;0,41;0,51;0,65;30;0,5
06/10/2017;18:00;0,39;0,38;0,69;23;0,52
06/10/2017;17:00;0,39;0,51;0,81;22;0,63
06/10/2017;16:00;0,52;0,61;1;24;1,56
06/10/2017;15:00;0,78;1;0,93;353;0,53
06/10/2017;14:00;1,25;1,92;1,96;338;0,83
06/10/2017;13:00;1,3;2,02;2,03;327;0,78
06/10/2017;12:00;1,65;2,3;2,3;325;2,03
06/10/2017;11:00;0,89;2,62;2,15;324;1,58
06/10/2017;10:00;0,8;2,44;2,63;291;0,54
06/10/2017;09:00;0,52;1,12;1,8;271;0,68
06/10/2017;08:00;0,76;1,3;1,53;244;0,56
06/10/2017;07:00;1,06;1,46;1,81;289;0,26
06/10/2017;06:00;0,92;1,02;1,2;260;0,07
06/10/2017;05:00;0,51;0,5;0,54;316;0,48
06/10/2017;04:00;0,46;0,64;0,54;345;0,38
06/10/2017;03:00;0,49;0,64;0,65;336;0,23
06/10/2017;02:00;0,41;0,61;0,57;128;0,18
06/10/2017;01:00;0,42;0,68;0,56;112;0,15
05/10/2017;24:00;0,42;0,84;0,65;10;0,41
05/10/2017;23:00;0,44;0,99;0,78;35;0,13
05/10/2017;22:00;0,54;1,35;1,24;3;0,31
05/10/2017;21:00;0,59;1,63;1,51;17;0,38
05/10/2017;20:00;0,55;1,51;1,31;112;0,23
05/10/2017;19:00;0,58;1,9;1,49;7;0,39
05/10/2017;18:00;0,53;2,8;1,91;8;0,41
05/10/2017;17:00;0,55;5,97;3,2;17;0,59
05/10/2017;16:00;1,21;21,92;11,7;9;0,8
05/10/2017;15:00;1,14;42,53;26,71;328;2,2
05/10/2017;14:00;1,17;41,53;32,77;326;2,12
05/10/2017;13:00;1,11;5,97;6,09;328;1,93
05/10/2017;12:00;1,05;2,61;2,71;333;0,62
05/10/2017;11:00;1,11;4,44;4,88;338;0,06
05/10/2017;10:00;0,82;1,8;3,77;317;0,35
05/10/2017;09:00;0,59;0,89;3,55;85;0,22
05/10/2017;08:00;0,48;0,59;0,85;356;0,33
05/10/2017;07:00;0,58;0,78;1,06;16;0,23
05/10/2017;06:00;0,68;0,81;0,99;1;0,12
05/10/2017;05:00;0,66;0,76;1,13;334;0,35
05/10/2017;04:00;0,48;0,72;1,17;356;0,17
05/10/2017;03:00;0,51;0,59;1,01;189;0,27
05/10/2017;02:00;0,5;0,67;1,14;326;0,15
05/10/2017;01:00;0,41;0,74;1,01;246;0,32
04/10/2017;24:00;0,42;0,78;1,12;201;0,42
04/10/2017;23:00;0,69;1,27;1,6;221;0,27
04/10/2017;22:00;0,63;1,15;1,49;306;0,29
04/10/2017;21:00;0,62;1,19;1,58;270;0,27
04/10/2017;20:00;1,07;1,78;2,3;298;0,34
04/10/2017;19:00;1,29;1,96;2,48;301;0,31
04/10/2017;18:00;1,02;2,57;2,48;306;0,34
04/10/2017;17:00;0,97;4,44;4,27;307;0,37
04/10/2017;16:00;1,25;7,83;7,99;298;0,88
04/10/2017;15:00;1,1;4,12;5,07;313;1,02
04/10/2017;14:00;0,95;2,66;3,52;324;0,88
04/10/2017;13:00;0,74;2,43;3,2;344;0,68
04/10/2017;12:00;0,87;3,63;5,35;75;0,44
04/10/2017;11:00;1,06;5,39;10,38;111;0,56
04/10/2017;10:00;1,36;6,25;14,62;104;0,68
04/10/2017;09:00;1,26;5,25;12,8;104;0,81
04/10/2017;08:00;1,07;3,73;6,39;107;0,86
04/10/2017;07:00;1,15;3,11;4,9;124;0,41
04/10/2017;06:00;0,82;2,83;5,41;126;0,45
04/10/2017;05:00;0,65;2,16;3,4;110;0,5
04/10/2017;04:00;0,83;3,07;4,71;104;0,42
04/10/2017;03:00;0,92;3,24;5,08;134;0,38
04/10/2017;02:00;0,79;2,63;4,28;152;0,26
04/10/2017;01:00;0,82;2,55;4,26;89;0,37
03/10/2017;24:00;0,58;2,13;3,61;107;0,4
03/10/2017;23:00;0,46;1,66;2,66;133;0,43
03/10/2017;22:00;1,42;2,26;3,07;139;0,43
03/10/2017;21:00;6,81;1,8;2,45;145;0,32
03/10/2017;20:00;6,22;1,32;2,19;169;0,38
03/10/2017;19:00;0,48;1,57;1,49;125;0,2
03/10/2017;18:00;0,49;2,31;2,03;14;0,34
03/10/2017;17:00;0,89;7,65;7,54;17;0,19
03/10/2017;16:00;1,37;10,81;11,64;336;0,48
03/10/2017;15:00;1,03;9,29;10,69;326;1,72
03/10/2017;14:00;1,16;6,19;8,18;326;1,82
03/10/2017;13:00;1,39;2,6;2,01;327;1,35
03/10/2017;12:00;1,6;2,56;2,43;326;1,6
03/10/2017;11:00;0,8;1,01;1,22;329;0,75
03/10/2017;10:00;1,13;1,27;1,8;6;0,18
03/10/2017;09:00;0,88;1,38;2,28;213;0,12
03/10/2017;08:00;0,78;1,16;2,43;305;0,03
03/10/2017;07:00;0,97;1,38;4,48;158;0,15
03/10/2017;06:00;1,06;1,44;2,76;54;0,15
03/10/2017;05:00;1,18;1,38;1,92;100;0,31
03/10/2017;04:00;1,41;1,72;2,54;339;0,37
03/10/2017;03:00;1,77;1,76;2,61;123;0,36
03/10/2017;02:00;1,8;1,41;2,48;145;0,44
03/10/2017;01:00;1,19;1,51;2,36;153;0,42
02/10/2017;24:00;1,1;1,48;2,35;150;0,46
02/10/2017;23:00;0,79;1,45;2,24;149;0,46
02/10/2017;22:00;0,89;2,16;2,56;148;0,44
02/10/2017;21:00;1,12;2,23;2,79;165;0,26
02/10/2017;20:00;0,73;1,38;1,47;156;0,37
02/10/2017;19:00;1;1,77;2,16;189;0,4
02/10/2017;18:00;1,37;1,86;2,52;37;0,09
02/10/2017;17:00;1,78;2,42;2,54;205;0,22
02/10/2017;16:00;3,58;4,77;5,89;6;0,2
02/10/2017;15:00;1,03;3,65;4,91;89;0,38
02/10/2017;14:00;1,28;6,65;9,83;87;0,36
02/10/2017;13:00;1,39;7,51;15,65;119;0,39
02/10/2017;12:00;0,98;3,59;7,76;91;0,34
02/10/2017;11:00;1,13;2,23;3,56;184;0,19
02/10/2017;10:00;0,56;0,71;0,98;194;0,33
02/10/2017;09:00;0,56;0,63;0,7;229;0,4
02/10/2017;08:00;0,64;0,7;0,8;245;0,36
02/10/2017;07:00;0,56;0,76;0,97;209;0,35
02/10/2017;06:00;0,44;0,49;0,65;206;0,29
02/10/2017;05:00;0,37;0,55;0,48;228;0,42
02/10/2017;04:00;0,43;0,45;0,85;217;0,33
02/10/2017;03:00;0,43;0,55;0,61;167;0,14
02/10/2017;02:00;0,41;0,58;0,43;177;0,16
02/10/2017;01:00;0,42;0,55;0,45;230;0,37
01/10/2017;24:00;0,57;0,52;0,53;251;0,7
01/10/2017;23:00;0,93;0,7;0,83;240;0,43
01/10/2017;22:00;0,97;1,07;1,36;223;0,38
01/10/2017;21:00;0,85;0,91;1,24;225;0,31
01/10/2017;20:00;0,78;1,05;1,32;254;0,46
01/10/2017;19:00;0,95;0,95;1,33;256;0,3
01/10/2017;18:00;0,8;0,54;0,73;283;0,06
01/10/2017;17:00;0,48;0,49;0,57;304;0,41
01/10/2017;16:00;0,49;0,54;0,61;262;0,43
01/10/2017;15:00;0,63;0,51;0,59;275;1,01
01/10/2017;14:00;0,62;0,48;0,69;275;1,52
01/10/2017;13:00;0,53;0,51;0,62;276;1,5
01/10/2017;12:00;0,45;0,56;0,6;277;1,98
01/10/2017;11:00;0,46;0,48;0,55;273;2,03
01/10/2017;10:00;0,5;0,61;0,68;269;1,42
01/10/2017;09:00;0,64;1,21;1,79;235;0,54
01/10/2017;08:00;0,72;1,18;1,81;163;0,15
01/10/2017;07:00;0,55;0,94;1,29;200;0,52
01/10/2017;06:00;0,72;1,64;2,86;184;0,29
01/10/2017;05:00;0,65;1;1,92;123;0,33
01/10/2017;04:00;0,58;0,78;1,05;139;0,26
01/10/2017;03:00;0,6;1,08;1,47;171;0,52
01/10/2017;02:00;0,64;1,3;1,58;151;0,47
01/10/2017;01:00;0,5;1,26;1,02;134;0,57
30/09/2017;24:00;0,48;1,13;0,95;157;0,29
30/09/2017;23:00;0,52;0,99;1,04;144;0,37
30/09/2017;22:00;0,59;0,86;0,96;158;0,29
30/09/2017;21:00;0,6;0,98;1,03;162;0,38
30/09/2017;20:00;0,72;1,12;1,32;153;0,37
30/09/2017;19:00;0,68;1,04;1,18;136;0,31
30/09/2017;18:00;0,48;0,92;0,75;168;0,33
30/09/2017;17:00;0,48;1,2;0,73;359;0,14
30/09/2017;16:00;0,48;1,21;0,74;17;1,24
30/09/2017;15:00;0,36;0,61;0,45;18;2,04
30/09/2017;14:00;0,47;0,59;0,6;17;1,49
30/09/2017;13:00;0,51;0,78;0,66;32;0,48
30/09/2017;12:00;1,2;1,04;1,34;67;0,37
30/09/2017;11:00;0,85;1,31;1,68;26;0,46
30/09/2017;10:00;0,86;1,43;1,42;110;0,51
30/09/2017;09:00;0,77;1,35;1,04;60;0,29
30/09/2017;08:00;1,37;3,52;2,42;18;1,31
30/09/2017;07:00;2,47;5,3;4,41;348;0,74
30/09/2017;06:00;2,26;4,41;4,07;328;1,62
30/09/2017;05:00;2,15;3;3,5;324;1,92
30/09/2017;04:00;0,75;1,31;2,16;321;1,27
30/09/2017;03:00;0,53;1,2;2,15;176;0,33
30/09/2017;02:00;0,59;1,66;2,68;142;0,39
30/09/2017;01:00;0,79;1,79;2,76;142;0,45
29/09/2017;24:00;0,54;1,26;1,46;129;0,45
29/09/2017;23:00;0,45;1,24;1,08;133;0,45
29/09/2017;22:00;0,66;1,71;1,46;143;0,43
29/09/2017;21:00;0,73;1,84;1,36;155;0,26
29/09/2017;20:00;1,31;3,08;2,27;333;0,32
29/09/2017;19:00;1,59;3,79;2,85;331;1,75
29/09/2017;18:00;1,99;4,8;3,7;333;2,89
29/09/2017;17:00;1,91;6,14;4,04;328;3,28
29/09/2017;16:00;1,37;6,72;5,02;325;3,2
29/09/2017;15:00;1,68;11,8;9,78;328;2,63
29/09/2017;14:00;2,84;19,8;14,91;326;2,71
29/09/2017;13:00;3,26;20,67;10,33;319;1,51
29/09/2017;12:00;4,12;30,04;19,1;321;1,41
29/09/2017;11:00;2,41;11,75;11,41;329;1,01
29/09/2017;10:00;2,15;7,25;8,45;88;0,37
29/09/2017;09:00;3,02;9,76;10,01;93;0,39
29/09/2017;08:00;2,79;8,47;9;88;0,29
29/09/2017;07:00;2,69;6,99;8,18;103;0,29
29/09/2017;06:00;2,69;7,17;7,8;121;0,42
29/09/2017;05:00;1,58;4,79;5,89;123;0,31
29/09/2017;04:00;1,74;5,21;6,6;133;0,4
29/09/2017;03:00;1,2;3,99;5,26;120;0,36
29/09/2017;02:00;1,25;3,69;5,1;133;0,37
29/09/2017;01:00;1,23;3,35;5,06;135;0,43
28/09/2017;24:00;1,19;2,95;4,53;126;0,47
28/09/2017;23:00;1,29;2,4;3,14;128;0,45
28/09/2017;22:00;1,52;2,39;2,77;134;0,45
28/09/2017;21:00;0,95;2,33;2,26;117;0,34
28/09/2017;20:00;0,85;2,93;2,78;89;0,15
28/09/2017;19:00;1,02;4,25;3,44;102;0,08
28/09/2017;18:00;1,86;8,12;6,15;332;0,9
28/09/2017;17:00;2,48;14,33;10,31;324;0,65
28/09/2017;16:00;1,87;23,2;13,84;323;0,68
28/09/2017;15:00;2,86;56,48;46,18;326;1,68
28/09/2017;14:00;2,2;24,01;25,17;326;1,39
28/09/2017;13:00;0,48;1,12;0,92;199;1,15
28/09/2017;12:00;0,48;1,16;1,03;176;2,23
28/09/2017;11:00;0,48;1,39;1,17;164;2,61
28/09/2017;10:00;0,65;2,69;2,9;171;1,75
28/09/2017;09:00;0,91;4,01;5,24;160;1,2
28/09/2017;08:00;0,96;3,91;6,12;126;1,38
28/09/2017;07:00;0,97;3,67;5,03;103;1,35
28/09/2017;06:00;0,87;3,57;4,94;109;0,81
28/09/2017;05:00;0,8;4,06;5,5;111;0,47
28/09/2017;04:00;0,9;4,41;5,75;111;0,49
28/09/2017;03:00;0,96;4,77;5,8;115;0,42
28/09/2017;02:00;0,9;5,12;6,33;112;0,46
28/09/2017;01:00;0,89;5,14;7,05;107;0,45
27/09/2017;24:00;1,21;5,64;6,24;113;0,44
27/09/2017;23:00;1,44;7,37;4,49;131;0,45
27/09/2017;22:00;1,55;6,8;4,05;135;0,41
27/09/2017;21:00;2,16;12,28;5,85;140;0,4
27/09/2017;20:00;2,98;21,44;7,49;137;0,44
27/09/2017;19:00;2,15;22,25;6,48;140;0,45
27/09/2017;18:00
27/09/2017;17:00
27/09/2017;16:00
27/09/2017;15:00
27/09/2017;14:00
27/09/2017;13:00
27/09/2017;12:00;0,9;1,17;1,9;319;1,8
27/09/2017;11:00;0,53;1,32;1,72;210;1,48
27/09/2017;10:00;0,58;1,14;1,76;196;1,07
27/09/2017;09:00;0,75;2,26;3,47;196;0,78
27/09/2017;08:00;1,01;3,24;6,64;148;0,86
27/09/2017;07:00;1,03;2,56;5,52;102;0,51
27/09/2017;06:00;0,94;2,29;5,05;94;0,61
27/09/2017;05:00;0,81;2,18;5,5;112;0,86
27/09/2017;04:00;0,77;2,17;5,41;104;0,6
27/09/2017;03:00;0,63;1,97;5,2;109;0,62
27/09/2017;02:00;0,63;2,02;5,51;106;0,6
27/09/2017;01:00;0,79;2,43;6,76;106;0,45
26/09/2017;24:00;0,8;2,75;5,63;117;0,45
26/09/2017;23:00;0,67;2,64;4,24;126;0,39
26/09/2017;22:00;0,65;2,25;3,3;137;0,45
26/09/2017;21:00;0,84;4,14;4,59;142;0,43
26/09/2017;20:00;0,74;1,99;3,26;150;0,39
26/09/2017;19:00;0,63;1,25;2;148;0,37
26/09/2017;18:00;0,54;0,89;1,95;255;0,22
26/09/2017;17:00;0,35;0,56;0,61;360;0,66
26/09/2017;16:00;0,35;0,61;0,61;2;0,89
26/09/2017;15:00;0,41;0,6;0,86;5;1,28
26/09/2017;14:00;0,48;1,03;1,47;2;1,48
26/09/2017;13:00;0,65;2,31;4,11;18;1,32
26/09/2017;12:00;0,78;3,09;6,46;53;0,42
26/09/2017;11:00;0,8;4,83;10,46;103;0,36
26/09/2017;10:00;1,15;7,24;14,98;103;0,36
26/09/2017;09:00;1,39;3,92;6,94;112;0,42
26/09/2017;08:00;1,49;4,09;6,82;85;0,15
26/09/2017;07:00;1,1;1,82;3,51;149;0,4
26/09/2017;06:00;0,64;0,72;1,55;157;0,27
26/09/2017;05:00;0,49;0,48;0,9;141;0,37
26/09/2017;04:00;0,45;0,5;0,63;235;0,17
26/09/2017;03:00;0,68;0,65;1,33;285;0,19
26/09/2017;02:00;0,55;0,53;0,82;130;0,12
26/09/2017;01:00;0,48;0,51;0,52;219;0,28
25/09/2017;24:00;0,63;0,65;1,12;233;0,43
25/09/2017;23:00;0,76;0,65;1,16;189;0,29
25/09/2017;22:00;0,73;0,72;1,07;135;0,41
25/09/2017;21:00;0,73;0,92;1,32;145;0,36
25/09/2017;20:00;0,53;0,8;1,04;234;0,54
25/09/2017;19:00;0,55;0,66;0,93;261;1,28
25/09/2017;18:00;0,54;0,8;0,83;255;0,76
25/09/2017;17:00;1,51;2,77;3,15;262;0,98
25/09/2017;16:00;1,74;3,15;4,22;309;2,08
25/09/2017;15:00;1,11;1,2;2,65;322;1,58
25/09/2017;14:00;1,35;0,93;3,55;297;1,17
25/09/2017;13:00;1,37;1,23;2,04;286;1,53
25/09/2017;12:00;0,84;1,53;1,86;328;1,82
25/09/2017;11:00;1,54;2,14;4,33;262;0,51
25/09/2017;10:00;1,47;2,47;3,47;334;0,17
25/09/2017;09:00;1,18;2,02;2,65;322;0,57
25/09/2017;08:00;1,9;3,46;5,4;255;0,85
25/09/2017;07:00;1,9;2,18;4,74;180;0,16
25/09/2017;06:00;0,62;0,69;1,66;121;0,27
25/09/2017;05:00;0,76;1,1;4,54;231;0,31
25/09/2017;04:00;0,47;0,68;2,75;179;0,19
25/09/2017;03:00;0,41;0,47;0,57;131;0,3
25/09/2017;02:00;0,43;0,48;0,59;182;0,28
25/09/2017;01:00;0,4;0,35;0,41;144;0,62
24/09/2017;24:00;0,87;0,67;0,84;209;0,44
24/09/2017;23:00;1,64;1,22;1,68;277;1,52
24/09/2017;22:00;1,97;1,66;2,42;284;1,76
24/09/2017;21:00;1,01;1,04;1,18;306;0,92
24/09/2017;20:00;1,17;1,3;1,47;213;0,11
24/09/2017;19:00;1,46;1,42;1,7;298;0,41
24/09/2017;18:00;1,26;1,31;1,39;324;1,11
24/09/2017;17:00;1,63;1,92;2,08;324;1,74
24/09/2017;16:00;2,24;2,33;2,5;324;2,95
24/09/2017;15:00;2,67;2,81;2,83;326;2,57
24/09/2017;14:00;1,83;2,03;1,88;327;1,67
24/09/2017;13:00;1,9;2,67;2,17;328;2,83
24/09/2017;12:00;3,24;5,64;4,63;325;2,89
24/09/2017;11:00;3,17;4,59;4,63;342;0,77
24/09/2017;10:00;3,01;2,78;3,91;350;0,35
24/09/2017;09:00;2,44;1,55;3,4;96;0,35
24/09/2017;08:00;1,65;1,42;2,89;95;0,41
24/09/2017;07:00;2,05;1,45;3,01;112;0,47
24/09/2017;06:00;2,09;1,54;3,41;108;0,46
24/09/2017;05:00;1,54;1,73;3,49;110;0,47
24/09/2017;04:00;1,42;1,84;3,42;116;0,46
24/09/2017;03:00;1,37;1,78;3,4;115;0,45
24/09/2017;02:00;1,37;2,09;3,39;122;0,43
24/09/2017;01:00;2,05;2,48;4,18;132;0,43
23/09/2017;24:00;1,5;1,51;2,42;111;0,31
23/09/2017;23:00;1,47;1,73;2,62;147;0,43
23/09/2017;22:00;1,62;1,6;2,43;139;0,43
23/09/2017;21:00;1,52;1,45;1,88;109;0,35
23/09/2017;20:00;1,11;1,48;1,74;74;0,22
23/09/2017;19:00;1,31;1,3;1,45;70;0,15
23/09/2017;18:00;2,5;2,85;3,09;321;1,01
23/09/2017;17:00;3,91;2,94;3,03;326;1,07
23/09/2017;16:00;2,69;2,13;2,56;321;0,71
23/09/2017;15:00;0,49;0,59;0,67;267;0,32
23/09/2017;14:00;0,4;0,39;0,49;198;1,07
23/09/2017;13:00;0,35;0,29;0,46;188;2,39
23/09/2017;12:00;0,39;0,44;0,61;189;3,26
23/09/2017;11:00;0,41;0,53;1,19;186;3,36
23/09/2017;10:00;0,41;0,48;0,67;177;3,96
23/09/2017;09:00;0,46;0,58;0,73;161;2,42
23/09/2017;08:00;0,56;0,76;0,99;177;2,39
23/09/2017;07:00;0,58;0,85;1,04;169;1,37
23/09/2017;06:00;1,11;1,63;2,45;189;1,04
23/09/2017;05:00;0,83;1,86;3,09;105;0,88
23/09/2017;04:00;0,73;2,25;3,92;108;0,55
23/09/2017;03:00;0,99;4,51;6,88;105;1,19
23/09/2017;02:00;1,33;4,97;6,43;109;0,74
23/09/2017;01:00;1,03;3,7;5,32;111;0,43
22/09/2017;24:00;1,09;3,47;4,61;119;0,45
22/09/2017;23:00;1,26;4,33;4,85;139;0,39
22/09/2017;22:00;1,32;3,72;4,85;123;0,35
22/09/2017;21:00;1,3;2,65;3,57;153;0,44
22/09/2017;20:00;0,83;1,25;2,07;129;0,45
22/09/2017;19:00;0,68;0,67;1,09;115;0,42
22/09/2017;18:00;0,51;0,62;0,87;244;0,4
22/09/2017;17:00;0,5;0,78;0,72;231;0,4
22/09/2017;16:00;0,55;0,86;0,82;218;0,13
22/09/2017;15:00;0,52;0,87;0,78;44;0,33
22/09/2017;14:00;0,67;1,32;1,26;48;0,33
22/09/2017;13:00;1,35;2,46;2,7;129;0,21
22/09/2017;12:00;0,82;2,58;2,51;287;0,08
22/09/2017;11:00;1,15;3,62;3,38;136;0,23
22/09/2017;10:00;1,56;5,03;5,16;149;0,01
22/09/2017;09:00;1,2;5,6;4,69;166;0,18
22/09/2017;08:00;3,47;18,89;15,55;36;0,43
22/09/2017;07:00;1,36;3,92;4,25;13;1,03
22/09/2017;06:00;0,74;0,58;0,49;348;1,25
22/09/2017;05:00;0,44;0,46;0,36;340;1,15
22/09/2017;04:00;0,41;0,55;0,39;18;0,9
22/09/2017;03:00;0,41;0,47;0,4;13;1,53
22/09/2017;02:00;0,63;0,64;0,78;355;1,25
22/09/2017;01:00;1,34;1,3;2,43;337;1,38
21/09/2017;24:00;0,97;1,22;1,8;337;1,04
21/09/2017;23:00;0,76;1,53;2,74;308;0,13
21/09/2017;22:00;0,72;1,49;2,83;136;0,31
21/09/2017;21:00;0,84;2,81;3,27;147;0,4
21/09/2017;20:00;1,36;2,32;2,73;115;0,31
21/09/2017;19:00;0,9;1,72;1,63;342;0,4
21/09/2017;18:00;1,28;3,51;3,1;337;1,09
21/09/2017;17:00;1,8;5,88;7,31;333;2,32
21/09/2017;16:00;1,91;5,65;8,06;329;3,86
21/09/2017;15:00;1,64;6,35;6,62;325;3,27
21/09/2017;14:00;1,78;8,06;7,16;334;2,47
21/09/2017;13:00;2,79;10,12;8,46;328;3,04
21/09/2017;12:00;4,13;20,78;19,08;324;2,36
21/09/2017;11:00;2,76;13,15;12,09;325;1,07
21/09/2017;10:00;2,05;8,17;9,73;87;0,4
21/09/2017;09:00;1,76;6,59;9,09;100;0,39
21/09/2017;08:00;1,76;6,03;8,36;92;0,38
21/09/2017;07:00;1,97;4,93;7,71;106;0,39
21/09/2017;06:00;0,99;2,96;6,07;99;0,36
21/09/2017;05:00;0,95;3,61;6,63;104;0,4
21/09/2017;04:00;1,2;4,5;6,33;104;0,4
21/09/2017;03:00;1,04;4,6;6,59;112;0,39
21/09/2017;02:00;1,86;5,64;7,55;109;0,4
21/09/2017;01:00;3,37;6,04;9;110;0,4
20/09/2017;24:00;1,78;3,58;5,77;124;0,4
20/09/2017;23:00;1,1;2,84;4,24;130;0,4
20/09/2017;22:00;1,17;3,4;4,67;136;0,4
20/09/2017;21:00;1,25;4,12;4,58;137;0,4
20/09/2017;20:00;1,25;3,36;3,82;139;0,41
20/09/2017;19:00;1,79;4,9;5,42;134;0,4
20/09/2017;18:00;1,48;3,92;3,94;285;0,03
20/09/2017;17:00;2,01;10,77;7,84;318;0,71
20/09/2017;16:00;2,75;10,44;9,08;324;1,35
20/09/2017;15:00;2,92;14,53;16,25;321;1,9
20/09/2017;14:00;1,52;4,66;5,46;322;1,84
20/09/2017;13:00;1;5,55;5,77;87;0,57
20/09/2017;12:00;1,01;6,85;8,81;102;1,01
20/09/2017;11:00;1,36;7,9;9,58;89;1,14
20/09/2017;10:00;1,96;8,46;8,94;99;0,68
20/09/2017;09:00;2,91;6,2;9,34;93;0,91
20/09/2017;08:00;1,45;3,2;7,95;96;0,55
20/09/2017;07:00;1,06;2,2;5,92;101;0,81
20/09/2017;06:00;1,11;1,43;4,44;105;0,56
20/09/2017;05:00;0,78;1,31;4,02;103;0,95
20/09/2017;04:00;0,87;1,32;3,88;110;0,46
20/09/2017;03:00;0,77;1,83;4,55;105;0,46
20/09/2017;02:00;1,03;2,2;5,09;112;0,4
20/09/2017;01:00;0,67;2,06;4,21;113;0,43
19/09/2017;24:00;0,7;1,85;3,56;120;0,44
19/09/2017;23:00;0,69;1,36;2,81;138;0,44
19/09/2017;22:00;0,73;1,43;2,24;141;0,44
19/09/2017;21:00;0,71;1,1;1,7;139;0,45
19/09/2017;20:00;0,58;0,64;1,03;145;0,5
19/09/2017;19:00;0,53;0,62;0,81;144;0,45
19/09/2017;18:00;0,47;0,49;0,38;20;0,23
19/09/2017;17:00;0,44;0,44;0,38;14;0,97
19/09/2017;16:00;0,44;0,42;0,35;13;1,09
19/09/2017;15:00;1,06;0,79;0,93;33;1,26
19/09/2017;14:00;1,69;1,04;1,42;346;1,58
19/09/2017;13:00;0,99;0,77;0,7;327;2,16
19/09/2017;12:00;1,3;1,57;1,24;328;2,31
19/09/2017;11:00;1,27;0,91;1,17;330;1,76
19/09/2017;10:00;0,92;1,42;1,47;288;0,3
19/09/2017;09:00;2,47;3,95;5,2;241;0,39
19/09/2017;08:00;2,52;4,02;5,3;71;0,25
19/09/2017;07:00;1,87;3,46;4,45;135;0,31
19/09/2017;06:00;1,7;2,76;3,99;146;0,32
19/09/2017;05:00;0,86;1,04;1,89;131;0,3
19/09/2017;04:00;0,68;0,69;1,33;128;0,4
19/09/2017;03:00;0,56;0,62;1,11;138;0,4
19/09/2017;02:00;0,46;0,46;0,84;143;0,37
19/09/2017;01:00;0,49;0,5;0,77;177;0,27
18/09/2017;24:00;0,48;0,52;0,72;150;0,39
18/09/2017;23:00;0,57;0,52;0,8;159;0,36
18/09/2017;22:00;0,68;0,52;0,87;174;0,19
