NOMBRE,HORARIO,SERVICIO_RUTA,COMEDOR,TRANSPORTE,DESCRIPCION,ACCESIBILIDAD,CONTENT-URL,NOMBRE-VIA,CLASE-VIAL,TIPO-NUM,NUM,ORIENTACION,CODIGO-POSTAL,BARRIO,DISTRITO,COORDENADA-X,COORDENADA-Y,LATITUD,LONGITUD,TELEFONO,FAX,EMAIL,TIPO,Column
Centro de Educación de Personas Adultas (CEPA) Los Rosales,,false,false,"Bus: 85, 123  Renfe: Villaverde Bajo",,false,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=ed6b3b54d771c010VgnVCM1000000b205a0aRCRD,CONCEPCION DE LA OLIVA,CALLE,NUM,17,,28021,BUTARQUE,VILLAVERDE,442222,4467519,40.354.352.850.547.400,-36.816.996.645.554.100,915 052 034,917 971 397,cepa.losrosales.madrid@educa.madrid.org,/contenido/entidadesYorganismos/CentrosEducacion/CentrosEducacionAdultos, 
Centro de Educación de Personas Adultas (CEPA) Moncloa,,false,false,"Metro: Ventura Rodríguez (línea 3) , Plaza de España (líneas 3 y 10)  Bus: 1, 2, 44, 74, 133,  C2",,false,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=c79b3b54d771c010VgnVCM1000000b205a0aRCRD,JUAN ÁLVAREZ MENDIZÁBAL,CALLE,NUM,20,,28008,ARGUELLES,MONCLOA-ARAVACA,439465,4475374,4.042.491.865.180.920,-37.149.121.447.760.500,915 597 397,915 597 397,cepa.moncloa.madrid@educa.madrid.org,/contenido/entidadesYorganismos/CentrosEducacion/CentrosEducacionAdultos, 
Centro de Educación de Personas Adultas (CEPA) Oporto,,false,false,"Metro: Opañel (línea 6)  Bus: 55, 81, 108, 118, 247",,false,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=a1cb3b54d771c010VgnVCM1000000b205a0aRCRD,OPORTO,AVENIDA,NUM,46,-48,28019,OPAÑEL,CARABANCHEL,438581,4471094,40.386.333.774.704.500,-37.248.954.223.248.500,915 608 402,914 697 543,cepa.oporto.madrid@educa.madrid.org,/contenido/entidadesYorganismos/CentrosEducacion/CentrosEducacionAdultos, 
Centro de Educación de Personas Adultas (CEPA) Orcasitas,,false,false,"Bus: 6, 60","Enseñanzas    Educación Secundaria Obligatoria para personas adultas (LOE)  Desarrollo personal: Francés, Inglés, Informática, Informática / Ofimática, Preparación de la prueba de acceso a la Universidad  Técnico Profesional: Preparación acceso ciclos formativos  GS   Español para inmigrantes  Enseñanzas iniciales básicas para personas adultas (LOE)",false,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=96db3b54d771c010VgnVCM1000000b205a0aRCRD,OREJA,CALLE,NUM,186,,28041,ORCASITAS,USERA,439082,4469249,40.369.713.757.195.600,-3.718.839.717.965.730,913 413 251,913 414 044,cepa.orcasitas.madrid@educa.madrid.org,/contenido/entidadesYorganismos/CentrosEducacion/CentrosEducacionAdultos, 
Centro de Educación de Personas Adultas (CEPA) Pablo Guzmán,,false,false,Metro: Esperanza (línea 4)  Bus: 73,,false,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=8beb3b54d771c010VgnVCM1000000b205a0aRCRD,ANDORRA,CALLE,NUM,19,bis,28043,CANILLAS,HORTALEZA,445393,4479453,4.046.207.546.911.410,-364.538.584.166.194,913 003 725 ,913 003 725,cepa.pabloguzman.madrid@educa.madrid.org,/contenido/entidadesYorganismos/CentrosEducacion/CentrosEducacionAdultos, 
Centro de Educación de Personas Adultas (CEPA) Pan Bendito,,false,false,"Metro: Pan Bendito (línea 11)  Bus: 47, 108, 118",,false,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=700c3b54d771c010VgnVCM1000000b205a0aRCRD,CAMINO VIEJO DE LEGANES,CALLE,NUM,188,,28025,ABRANTES,CARABANCHEL,437764,4470075,4.037.700.280.219.720,-37.345.021.408.726.200,915 600 590,914 608 833,cepa.panbendito.madrid@educa.madrid.org,/contenido/entidadesYorganismos/CentrosEducacion/CentrosEducacionAdultos, 
Centro de Educación de Personas Adultas (CEPA) Tetuán,,false,false,Metro: Ventilla (línea 9)  Bus: 49,,false,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=651c3b54d771c010VgnVCM1000000b205a0aRCRD,PINOS ALTA,CALLE,NUM,63,,28029,VALDEACEDERAS,TETUAN,440917,4480145,40.468.002.472.347.400,-3.698.241.138.530.070,917 333 837,917 333 094,cepa.tetuan.madrid@educa.madrid.org,/contenido/entidadesYorganismos/CentrosEducacion/CentrosEducacionAdultos, 
Centro de Educación de Personas Adultas (CEPA) Vallecas,,false,false,Bus: 58,,false,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=5a2c3b54d771c010VgnVCM1000000b205a0aRCRD,ANTONIO MARIA SEGOVIA,PLAZA,NUM,,,28031,SANTA EUGENIA,VILLA DE VALLECAS,448066,4470405,4.038.073.713.584.120,-36.131.191.457.244.500,913 311 433,913 854 563,cepa.vallecas.madrid@educa.madrid.org,/contenido/entidadesYorganismos/CentrosEducacion/CentrosEducacionAdultos, 
Centro de Educación de Personas Adultas (CEPA) Vicálvaro,,false,false,"Metro: San Cipriano (línea 9)  Bus: 4, 100, 106",,false,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=4f3c3b54d771c010VgnVCM1000000b205a0aRCRD,LAGO COMO,CALLE,NUM,4,,28032,CASCO H.VICALVARO,VICALVARO,448624,4472707,40.401.509.796.569.600,-3.606.731.909.373.250,913 718 492,913 718 492,cepa.vicalvaro.madrid@educa.madrid.org,/contenido/entidadesYorganismos/CentrosEducacion/CentrosEducacionAdultos, 
Centro de Educación de Personas Adultas (CEPA) Villaverde,,false,false,"Bus: 22, 76, 79, 86, 130, 131  Renfe: Puente Alcocer",,false,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=345c3b54d771c010VgnVCM1000000b205a0aRCRD,VILLALONSO,CALLE,NUM,10,,28021,SAN ANDRES,VILLAVERDE,439927,4467018,40.349.677.115.486.700,-3.708.676.833.649.870,917 962 820,917 962 820,cepa.villaverde.madrid@educa.madrid.org,/contenido/entidadesYorganismos/CentrosEducacion/CentrosEducacionAdultos, 
Centro de Educación de Personas Adultas (CEPA) Vista Alegre,,false,false,"Metro: Oporto (líneas 5, 6)  Bus: 34, 35",,false,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=296c3b54d771c010VgnVCM1000000b205a0aRCRD,GENERAL RICARDOS,CALLE,NUM,179, bis,28025,PUERTA BONITA,CARABANCHEL,437581,4470980,4.038.519.617.458.180,-3.736.688.231.366.710,914 618 817,915 255 159,cepa.vistaalegre.madrid@educa.madrid.org,/contenido/entidadesYorganismos/CentrosEducacion/CentrosEducacionAdultos, 
Centro de Educación Especial Ademo,,true,true,"METRO: Pavones BUS: 71 , 142 , 144",Enseñanzas   Educación especial:   Educación infantil   Educación Básica Obligatoria   Transición vida adulta,false,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=7e7c3b54d771c010VgnVCM1000000b205a0aRCRD,HACIENDA DE PAVONES,CALLE,NUM,328,,28030,FONTARRON,MORATALAZ,445946,4472592,40.400.303.909.876.600,-3.638.278.951.981.340,917 726 144,917 721 011,fundemo@ozu.es,/contenido/entidadesYorganismos/CentrosEducacion/CentrosPrivadosConcertadosEducacionEspecial, 
Centro de Educación Especial Aleph,"De lunes a viernes, de 9,30 a 16,00 horas",true,true,"Metro : Tres Olivos    Bus : 66, 137",Enseñanzas    Educación Especial  Educación Básica Obligatoria-Primaria  Educación Básica Obligatoria- ESO    Programas de Transición a la Vida Adulta,false,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=fd7d14c4d661c010VgnVCM1000000b205a0aRCRD,CUEVA DE MONTESINOS,CALLE,NUM,49,,28034,VALVERDE,FUENCARRAL-EL PARDO,441439,4483728,4.050.031.655.771.550,-3.692.415.655.591.030,913 004 170,917 593 289,cc.aleph.madrid@educa.madrid.org,/contenido/entidadesYorganismos/CentrosEducacion/CentrosPrivadosConcertadosEducacionEspecial, 
Centro de Educación Especial Araya,,true,true,"BUS: 120 , 122",Enseñanzas   Educación especial:   Educación Básica Obligatoria Primaria  Educación Básica Obligatoria ESO  Programas de Transición a la Vida Adulta   Titular del centro: Asociación ARAYA,false,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=76efe35bba51c010VgnVCM2000000c205a0aRCRD,RAMON POWER,CALLE,NUM,9,,28043,CANILLAS,HORTALEZA,446538,4479619,40.463.645.498.800.400,-3.631.895.392.050.730,913 883 722,913 883 722,cc.araya.madrid@educa.madrid.org,/contenido/entidadesYorganismos/CentrosEducacion/CentrosPrivadosConcertadosEducacionEspecial, 
Centro de Educación Especial Atenpace,,true,true,"BUS: 83, 133",Enseñanzas   Educación especial:   Educación infantil   Educación Básica Obligatoria   Transición vida adulta,false,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=ad55f71e6a01f210VgnVCM2000000c205a0aRCRD,ISLAS MARQUESAS,CALLE,NUM,27,,28035,PEÑA GRANDE,FUENCARRAL-EL PARDO,438539,4481092,4.047.636.052.326.790,-37.263.818.702.595.600,913 167 446 - 913 163 215 ,913 163 215,atenpace@gmail.com,/contenido/entidadesYorganismos/CentrosEducacion/CentrosPrivadosConcertadosEducacionEspecial, 
Centro de Educación Especial Aucavi,,false,false,"BUS: 106 , 110 , 210",Enseñanzas   Educación especial:   Educación Básica Obligatoria   Transición vida adulta,false,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=439d14c4d661c010VgnVCM1000000b205a0aRCRD,RICARDO ORTIZ,CALLE,NUM,29,,28017,VENTAS,CIUDAD LINEAL,444309,4475614,4.042.741.969.436.040,-3.657.833.554.534.660,913 553 755 / 628 44 13 24,913 615 094,cc.aucavi.madrid@educa.madrid.org,/contenido/entidadesYorganismos/CentrosEducacion/CentrosPrivadosConcertadosEducacionEspecial, 
Centro de Educación Especial Buenafuente,,true,true,"METRO: Ciudad Lineal BUS: 48 , 70 , 77 , 105 , 109",Enseñanzas   Educación especial:   Educación infantil   Educación Básica Obligatoria   Transición vida adulta,false,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=19ac3b54d771c010VgnVCM1000000b205a0aRCRD,PROTASIO GOMEZ,CALLE,NUM,5,,28027,QUINTANA,CIUDAD LINEAL,445995,4476954,40.439.602.555.887.800,-36.380.727.183.101.400,913 205 450,917 422 017,buenafuenteee@hotmail.com,/contenido/entidadesYorganismos/CentrosEducacion/CentrosPrivadosConcertadosEducacionEspecial, 
Centro de Educación Especial Cambrils,,true,true,BUS: 134,Enseñanzas   Educación especial:   Educación infantil   Educación Básica Obligatoria (Primaria y ESO)  Programas de Transición a la vida adulta,false,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=cbffe35bba51c010VgnVCM2000000c205a0aRCRD,POBLADOS,AVENIDA,NUM,151,,28025,ABRANTES,CARABANCHEL,438642,4469690,4.037.365.417.775.750,-37.240.645.411.834.900,917 388 250 / 913 784 695,91 730 27 16,fundceprosa@terra.es,/contenido/entidadesYorganismos/CentrosEducacion/CentrosPrivadosConcertadosEducacionEspecial, 
Centro de Educación Especial Carmen Fernández Miranda FSDM,,false,false,"Bus: 14, 70, 107, 129, 174 Metro: Duque de Pastrana",Enseñanzas   Educación especial:   Educación Básica Obligatoria   Transición vida adulta,false,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=d96ebb0252d5c310VgnVCM2000000c205a0aRCRD,CAIDOS DE LA DIVISION AZUL,CALLE,NUM,15,,28016,CASTILLA,CHAMARTIN,443070,4479999,4.046.683.786.129.300,-3.672.832.899.552.350,913 105 364,,,/contenido/entidadesYorganismos/CentrosEducacion/CentrosPrivadosConcertadosEducacionEspecial, 
Centro de Educación Especial Centro Bobath España,,true,true,"Metro: Lacoma  Bus: 49 , 64",Enseñanzas   Educación especial:   Educación infantil   Educación Básica Obligatoria   Transición vida adulta,false,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=3cb3085f5181c010VgnVCM1000000b205a0aRCRD,MIRADOR DE LA REINA,CALLE,NUM,115,,28035,MIRASIERRA,FUENCARRAL-EL PARDO,439096,4482689,40.490.787.943.440.800,-37.199.648.746.056.400,913 767 190,913 763 588,cc.centrobobath.madrid@educa.madrid.org,/contenido/entidadesYorganismos/CentrosEducacion/CentrosFormacionProfesionalPrivadosConcertados, 
Centro de Educación Especial Centro Educativo Ponce de León,,true,true,"Metro: San Fermín - Orcasur Bus: 18 , 22 , 59 , 79 , 85 , 86 , 76 , 121 , 81","Enseñanzas   Educación especial:   Educación infantil   Educación Básica Obligatoria   Transición vida adulta   Programas de Cualificación Profesional Inicial Obligatorios:   Especial    Actividades auxiliares en viveros, jardines y centros de jardinería   Operaciones auxiliares de montaje de instalaciones en edificios  Servicios auxiliares de estética",false,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=1a8c12f5007a2210VgnVCM1000000b205a0aRCRD,EDUARDO BARREIROS,CALLE,NUM,6,,28041,ORCASUR,USERA,441006,4469532,40.372.401.816.293.800,-3.696.205.055.989.530,913 178 441 /  913 178 442,913 177 715,cc.ipsponcedeleon.madrid@educa.madrid.org,/contenido/entidadesYorganismos/CentrosEducacion/CentrosFormacionProfesionalPrivadosConcertados, 
Centro de Educación Especial Centro Nuevo de Pedagogía,,false,false,"BUS: 7 , 51",Enseñanzas   Educación especial:   Educación Básica Obligatoria,false,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=6620e35bba51c010VgnVCM2000000c205a0aRCRD,TAJO,CALLE,NUM,6,,28002,EL VISO,CHAMARTIN,442224,4477987,404.486.543.475.365,-3.682.628.010.649.590,915 635 473,,,/contenido/entidadesYorganismos/CentrosEducacion/CentrosPrivadosConcertadosEducacionEspecial, 
Centro de Educación Especial Cisen,,false,false,"Bus: 124, 125, 135, 137",Enseñanzas   Educación especial:   Educación infantil   Educación Básica Obligatoria (primaria y secundaria)  Transición vida adulta,false,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=6ebc3b54d771c010VgnVCM1000000b205a0aRCRD,VIRGEN DE ARANZAZU,CALLE,NUM,5,,28034,VALVERDE,FUENCARRAL-EL PARDO,441546,4482108,4.048.573.054.670.690,-36.910.032.410.406.900,915 638 524,915 638 584,cisentratamientos@hotmail.com,/contenido/entidadesYorganismos/CentrosEducacion/CentrosPrivadosConcertadosEducacionEspecial, 
Centro de Educación Especial C.R.E. Antonio Vicente Mosquete,,false,false,"METRO: Artilleros  BUS: 30, 100, 140",Enseñanzas   Educación especial:   Educación Básica Obligatoria   Transición vida adulta,false,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=0c9072e5167a2210VgnVCM1000000b205a0aRCRD,DOCTOR GARCIA TAPIA (C/V A C/OBERÓN),AVENIDA,NUM,210,,28030,MARROQUINA,MORATALAZ,444163,4474198,40.414.653.784.980.900,-36.594.300.576.131.400,913 535 600,913 535 640,,/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPrivadosConcertados, 
Centro de Educación Especial del Hospital Infantil de San Rafael,,true,true,"METRO: Concha Espina BUS: 7 , 43 , 51 , 120",Enseñanzas   Educación especial:   Educación Infantil  Educación Básica Obligatoria  Transición a la Vida Adulta   Ubicado en el Hospital Infantil de San Rafael,false,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=cf498ed67151c010VgnVCM2000000c205a0aRCRD,SERRANO,CALLE,NUM,199,,28016,HISPANOAMERICA,CHAMARTIN,442322,4478352,4.045.194.925.430.990,-36.815.056.266.232.800,"91 564 16 56         
91 564 99 43 (Centralita)",91 563 50 05,sanrafael.colegio@hsjd.es,/contenido/entidadesYorganismos/CentrosEducacion/CentrosPrivadosConcertadosEducacionEspecial, 
Centro de Educación Especial El Despertar,,false,false,"Bus: 39, 131 Metro: Empalme",Enseñanzas   Educación especial:   Educación infantil   Educación Básica Obligatoria   Transición vida adulta   En el Centro se encuentra la Asociación El Despertar,false,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=6a747b503a71c010VgnVCM1000000b205a0aRCRD,ADONIS,CALLE,NUM,1,,28024,LAS AGUILAS,LATINA,434423,4471165,403.866.197.264.309,-3.773.910.285.133.270,915 188 127,915 188 127,colegio@eldespertar.es,/contenido/entidadesYorganismos/CentrosEducacion/CentrosPrivadosConcertadosEducacionEspecial, 
Centro de Educación Especial Estudio  3,,true,true,"BUS: 160 , I",Enseñanzas   Educación especial:   Educación infantil   Educación Básica Obligatoria   Transición vida adulta   Es un Centro perteneciente a la Asociación Afanias,false,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=bbfc3b54d771c010VgnVCM1000000b205a0aRCRD,TAPIA DE CASARIEGO,CALLE,NUM,1,,28023,VALDEMARIN,MONCLOA-ARAVACA,434240,4479668,4.046.320.294.140.060,-37.769.470.476.231.900,913 071 540,913 071 541,cc.estudio3.madrid@educa.madrid.org,/contenido/entidadesYorganismos/CentrosEducacion/CentrosPrivadosConcertadosEducacionEspecial, 
Centro de Educación Especial Fundación Gotze,,true,true,"BUS: 160 , 161 , A",Enseñanzas   Educación especial:   Educación infantil   Educación Básica Obligatoria   Transición vida adulta,false,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=663d3b54d771c010VgnVCM1000000b205a0aRCRD,CASTILLA,CARRETERA,NUM,5,,28023,ARAVACA,MONCLOA-ARAVACA,435427,4478168,40.449.783.762.790.700,-3.762.794.547.009.630,913 070 149 / 913 070 058,913 078 853,cc.fundaciongotze.madrid@educa.madrid.org,/contenido/entidadesYorganismos/CentrosEducacion/CentrosPrivadosConcertadosEducacionEspecial, 
Centro de Educación Especial Instituto Psicopediatría Doctor Quintero Lumbreras,,true,true,BUS: SE,Enseñanzas   Educación especial:   Educación Básica Obligatoria   Transición vida adulta,false,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=66ec3b54d771c010VgnVCM1000000b205a0aRCRD,COLMENAR,CARRETERA,KM.,"13,6",,28049,VALVERDE,FUENCARRAL-EL PARDO,0,0,,,917 345 138,917 351 572,cc.ipdoctorquinterolumbreras.madrid@educa.madrid.org,/contenido/entidadesYorganismos/CentrosEducacion/CentrosPrivadosConcertadosEducacionEspecial, 
Centro de Educación Especial Instituto San José,,false,false,"BUS: 35, 155  METRO: La Peseta",Enseñanzas   Educación especial:   Educación Infantil   Educación Básica Obligatoria   Transición vida adulta,false,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=c38d3b54d771c010VgnVCM1000000b205a0aRCRD,PINAR DE SAN JOSE,CALLE,NUM,98,,28054,BUENAVISTA,CARABANCHEL,434315,4468442,4.036.208.135.098.420,-3.774.901.548.263.780,915 080 140,915 083 760,cc.institutosanjose.madrid@educa.madrid.org,/contenido/entidadesYorganismos/CentrosEducacion/CentrosPrivadosConcertadosEducacionEspecial, 
Centro de Educación Especial Leo Kanner,,true,true,"BUS: 124 , 133",Enseñanzas   Educación especial:   Educación infantil   Educación Básica Obligatoria   Transición vida adulta,false,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=7ebd3b54d771c010VgnVCM1000000b205a0aRCRD,PEÑA DEL SOL,CALLE,NUM,22,,28034,MIRASIERRA,FUENCARRAL-EL PARDO,440562,4482585,4.048.995.753.937.780,-3.702.657.560.416.240,917 348 195,918 426 696,,/contenido/entidadesYorganismos/CentrosEducacion/CentrosPrivadosConcertadosEducacionEspecial, 
Centro de Educación Especial Los Álamos,,true,true,"BUS: 24, 102, 103, 111",Enseñanzas   Educación especial:   Educación Básica Obligatoria  Transición vida adulta   Programas de Cualificación Profesional Inicial Obligatoria: Especial   Servicios auxiliares en administración y gestión,false,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=c3dd3b54d771c010VgnVCM1000000b205a0aRCRD,SUR,RONDA,NUM,229,,28053,ENTREVIAS,PUENTE DE VALLECAS,443615,4469619,4.037.336.648.575.150,-3.665.482.524.950.970,917 863 295,917 869 338,cc.losalamos.madrid@educa.madrid.org,/contenido/entidadesYorganismos/CentrosEducacion/CentrosPrivadosConcertadosEducacionEspecial, 
Centro de Educación Especial María Corredentora,,true,true,"BUS: 105 , 114 , 115",Enseñanzas   Educación especial:   Educación infantil   Educación Básica Obligatoria   Transición vida adulta   Programas de Cualificación Profesional Inicial:    Servicios auxiliares en administración y gestión,false,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=19ed3b54d771c010VgnVCM1000000b205a0aRCRD,LUIS DE LA MATA,CALLE,NUM,24,,28042,PALOMAS,HORTALEZA,448054,4478554,40.454.147.741.292.200,-3.613.927.431.938.350,917 413 838,917 429 576,,/contenido/entidadesYorganismos/CentrosEducacion/CentrosPrivadosConcertadosEducacionEspecial, 
Centro de Educación Especial Niño Jesús del Remedio,,true,true,"BUS: 134, 178",Enseñanzas   Educación especial:   Educación Básica Obligatoria   Transición vida adulta   Programas de Cualificación Profesional Inicial: Especial:    Operaciones básicas de cocina  Servicios auxiliares en administración y gestión  Operaciones auxiliares de montaje de instalaciones en edificios   En la misma sede: Asociación Niño Jesús del Remedio,false,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=c39c3b54d771c010VgnVCM1000000b205a0aRCRD,MONASTERIO DE LAS HUELGAS,CALLE,NUM,15,,28049,MIRASIERRA,FUENCARRAL-EL PARDO,440193,4483953,4.050.225.439.644.210,-37.071.407.657.054.900,917 355 790 (centralita),917 355 799,,/contenido/entidadesYorganismos/CentrosEducacion/CentrosPrivadosConcertadosEducacionEspecial, 
Centro de Educación Especial Nuestra Señora de las Victorias,,true,true,"METRO: Tetuán BUS: 42 , 124",Enseñanzas   Educación especial:   Educación infantil   Educación Básica Obligatoria   Transición vida adulta   Centro perteneciente a la Asociacion Afanias.,false,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=b31e3b54d771c010VgnVCM1000000b205a0aRCRD,MULLER,CALLE,NUM,25,,28039,VALDEACEDERAS,TETUAN,440835,4479714,4.046.411.400.366.880,-3.699.168.080.011.840,915 709 172,915 722 758,cc.nsdelasvictorias.madrid@educa.madrid.org,/contenido/entidadesYorganismos/CentrosEducacion/CentrosPrivadosConcertadosEducacionEspecial, 
