"Projekt ID";Název;Kategorie;"Souøadnice z. délky";"Souøadnice z. šíøky";Adresa;Web;Cena;Stav;Cíl1;Cíl2;Cíl3;Cíl4;Cíl5;Lokace;Od;Do;"Nositel projektu";Popis
;"NKP Špilberk – lapidárium a centrum restaurátorskıch èinností";Kultura;49.1947589;16.6001939;"Špilberk 210/1, 602 00 Brno-mìsto";http://www.risy.cz/cs/vyhledavace/projekty-eu/detail?id=128240;90500000;"Pøíprava a realizace";"3.1. Dosáhnout vyšší atraktivity ivota ve mìstì";;;;;Brno-Støed;04/2014;01/2016;"Statutární mìsto Brno";"Cílem projektu je revitalizace objektù NKP Špilberk, které dosud neprošly rekonstrukcí a vytvoøení novıch funkèních prostor, které budou slouit nejen jako návštìvnické zázemí - nová expozice lapidária a technické zázemí pro efektivnìjší chod hradu. Realizací projektu dojde k vıraznému prohloubení funkènosti památky a posílení její primární funkce, tedy prostoru muzejního typu urèeného pøedevším k vystavování a vzdìlávání. Nezanedbatelné je rovnì zkvalitnìní péèe o movité kulturní dìdictví muzejních sbírek. Projekt stavebnì øeší rekonstrukci dvou objektù: 1) vodojemù, kde dojde k zpøístupnìní vıjimeèné technické památky veøejnosti. V dosud nevyuívanıch, ale mimoøádnì atraktivních prostorách vodojemù bude vytvoøena nová expozice sbírek lapidária. 2) severního pøístavku, kde bude posíleno restaurátorsko-konzervátorské zázemí muzea a technické zázemí hradu. Vedlejším cílem projektu bude i nárùst návštìvnosti památky."
;"Pøírodovìdné exploratorium ";"Vzdìlání, vìda, vızkum a inovace";49.2041600;16.5838767;"Kraví hora 522/2, 616 00 Brno";http://www.jihovychod.cz/projekt-meho-srdce/prirodovedne-exploratorium-v-brne;94061642;Dokonèeno;"3.1. Dosáhnout vyšší atraktivity ivota ve mìstì";"1.1. Získat pozitivní a dynamickı profil mìsta";;;;Brno-Støed;06/2010;06/2011;"Statutární mìsto Brno";"Brno má díky dotaci jednu z nejmodernìjších hvìzdáren v ÈR i støední Evropì vùbec. Rozsah stavebních prací byl natolik zásadní, e se vlastnì jednalo o stavbu nové kulturnì-vzdìlávací instituce. V návaznosti na realizovanou investici bylo umonìno vytvoøit ještì pestøejší nabídku slueb pro veøejnost a kvalitnìjší program, kde návštìvník není jenom pasivním divákem, ale aktivním spoluúèastníkem. K tomu nyní slouí digitální expozice, moderní dalekohledy, interaktivní vıstavy, speciální vysokoškolské pracovištì, pozorovatelny atd. Stavba v sobì zhmotòuje principy a cíle multivizuálního centra: zkoumat, vysvìtlovat a vést k ochranì pøírodního svìta, pøedevším v otázkách astronomie. Vısledkem je tzv. „exploratorium“, které propojuje multimediální svìt s reálnım."
;"Rekonstrukce NKP Špilberk - vodojemy, severní køídlo";"Vzhled mìsta a veøejná prostranství";49.1948458;16.5993411;"Špilberk 210/1, 602 00 Brno";http://www.brno.cz/brno-aktualne/tiskovy-servis/tiskove-zpravy/brno-se-chysta-rekonstruovat-vodojemy-a-severni-kridlo-spilberku/;97631000;Dokonèeno;"3.1. Dosáhnout vyšší atraktivity ivota ve mìstì";;;;;Brno-Støed;12/2014;12/2015;"Statutární mìsto Brno";"Cílem projektu byla revitalizace objektù „severní pøístavek“, kde následnì byly situovány pøedevším restaurátorské dílny a sklady, a „vodojemy“. Obnovou došlo ke zpøístupnìní této unikátní technické památky a byla zde instalována expozice sbírek lapidária. Všechny tyto dílèí projekty by mìly vést k celoroènímu zvıšení návštìvnosti hradu."
;"Vıstavba ledového kluzištì v k. ú. Ponava";Sport;49.2115928;16.6085253;"Sportovní 347/2, 602 00 Brno-Ponava";http://www.bruslenizaluzankami.cz/;98490000;Dokonèeno;"3.1. Dosáhnout vyšší atraktivity ivota ve mìstì";;;;;"Královo Pole";10/2007;09/2008;"Statutární mìsto Brno";"Investice se zabıvala vıstavbou venkovního sezónního ledového kluzištì na pùvodní ploše venkovního kluzištì v k. ú. Ponava pøi severozápadní fasádì stávajícího zimního stadionu. Z bezpeènostních dùvodù bylo souèástí této investièní akce i snesení nadzemních èástí stavebních konstrukcí sousedního objektu zimního stadionu, úprava a zaèištìní vzniklé stavební jámy. Území tak bylo uvolnìno pro další vyuití.  Provozní a obsluné zázemí kluzištì bylo umístìno ve stávajících pøilehlıch prostorách bıvalıch šaten a pøíslušenství na severozápadní hranici pozemku k.ú. Ponava. Souèástí této investièní akce byla i celková rekonstrukce tohoto objektu a oplocení celého areálu po provedení demolièních prací. Pùvodní pøístupové schodištì bylo obnoveno a nadále je vyuíváno jako hlavní pøístup ke kluzišti."
;"Revitalizace mìstskıch parkù - I. etapa";"Vzhled mìsta a veøejná prostranství";49.1947097;16.5981500;"Špilberk, 602 00 Brno-Støed";http://www.jihovychod.cz/rack/dotace/0000388;95794885;Dokonèeno;"3.1. Dosáhnout vyšší atraktivity ivota ve mìstì";;;;;Brno-Støed;04/2010;10/2012;"Statutární mìsto Brno";"Tento projekt se zamìøil na revitalizaci parkù NKP Špilberk vèetnì území tzv. Malého Špilberku, Studánka, IV. a V. terasy Kapucínskıch zahrad. Jejich kompletní rekonstrukcí získalo Brno ucelenou souèást kvalitnì upraveného veøejného prostranství. Jedineènost tìchto parkovıch areálù vyplıvá ze sousedství národních kulturních památek Petrov a Špilberk, které dokonèením revitalizace parkù získaly vıznamného partnera pro konkurenèní boj na poli cestovního ruchu. Prostøednictvím realizace projektu mìsto zvıšilo svou konkurenceschopnost, posílilo svou image Brno-Zdravé mìsto, estetiku a kvalitu ivota. Rekonstrukcí došlo ke zvıšení pobytové pohody v bezprostøední návaznosti na centrum Brna a ke zvıšení atraktivity Mìstské památkové rezervace. Brno disponuje kompaktním mìstskım jádrem s kulturním, architektonickım a urbanistickım dìdictvím, jeho nedílnou souèástí jsou bezpochyby mìstské parky, které prolínají Mìstskou památkovou rezervaci a vytváøejí tak ucelenı a unikátní prstenec parkù."
;"Areál VUT v Brnì CEITEC - komunikace";"Silnice a ulice";49.2015406;16.6036136;"Antonínská 548/1, 602 00 Brno-Støed";http://zakazky.brno.cz/?pg=detail&id=19947&list=0;37803934;Dokonèeno;"5.1. Zlepšit kvalitu vnitøní a vnìjší dostupnosti mìsta";"1.1. Získat pozitivní a dynamickı profil mìsta";;;;Brno-Støed;11/2011;10/2013;;"Vybudování komunikace vè. veøejné technické infrastruktury pro napojení na dopravní a technickou infrastrukturu novì budovaného vìdeckovızkumného areálu VUT v Brnì CEITEC."
;"ZŠ Tuháèkova 25 - Rekonstrukce a pøístavba";"Vzdìlání, vìda, vızkum a inovace";49.1773300;16.6246856;"Tuháèkova 23/25, 617 00 Brno-Komárov ";http://www.zstuhackova.cz/;115605000;Dokonèeno;"4.1. Vytvoøit podmínky pro pøíchod a udrení elit ve mìstì";"3.1. Dosáhnout vyšší atraktivity ivota ve mìstì";;;;Brno-Jih;;2006;"Statutární  mìsto Brno";"Investice se tıká rekonstrukce stávající základní školy, která spoèívá ve stavebních úpravách stávajících objektù B1 a B2, pøístavbì odbornıch uèeben A+E, kanalizaèních pøípojkách pro objekty A+E a B1, areálovém plynovodu, venkovním rozvodu NN a VO, komunikacích a oplocení. Aktualizace zadání investice spoèívá v doplnìní o statické zajištìní objektu B1, vybudování nové komunikace, parkovištì a pøístupového chodníku pro zamìstnance ZŠ a rozšíøení 4 drah atletického oválu na šest (vèetnì zmìny povrchu oválu)."
;"Vıstavba krytého plaveckého bazénu v MÈ Brno - Kohoutovice";Sport;49.1931997;16.5412358;"Chalabalova 946/2a, 623 00 Brno-Kohoutovice";http://www.aquapark-kohoutovice.cz/index.php;130000000;Dokonèeno;"3.1. Dosáhnout vyšší atraktivity ivota ve mìstì";"1.1. Získat pozitivní a dynamickı profil mìsta";;;;Kohoutovice;10/2006;08/2008;"Statutární  mìsto Brno";"Bazén v Brnì - Kohoutovicích byl realizován v návaznosti na základní školu na Chalabalovì ulici. S jeho vyuitím je poèítáno nejen pro áky této školy, ale i pro další áky v Kohoutovicích vèetnì škol v západní èásti Brna a blízkého okolí. V neposlední øadì zaøízení slouí (zvláštì v odpoledních a veèerních hodinách a o sobotách, nedìlích a svátcích) i pro veøejnost. Novostavba aquacentra má návštìvní kapacitu 251 000 osob za rok. Pod zajímavì øešenou støechou se ukrıvá velkı 25 metrovı plaveckı bazén s šesti drahami - zájemci o kondièní plavání tak mají dostatek prostoru pro zdravı pohyb. K dispozici je rekreaèní bazén s vodními tryskami, perlièkovımi rošty a vodními chrlièi, dále víøivka, dìtské brouzdalištì s vodním høibem, sauna, pára a støešní bazén s prostorem pro opalování. Pro odvánìjší je pøipraven zejména tobogán dlouhı 90 metrù a také divoká øeka."
;"Rekonstrukce inenırskıch sítí  a komunikací ebìtín";"Technická infrastruktura";49.2077603;16.4869797;"Køivánkovo námìstí 43/35, 641 00 Brno-ebìtín";http://www.ohlzs.cz/no_cache/aktualne/v-brne-pribylo-38-km-kanalizace/;131765000;Dokonèeno;"5.2. Zajistit komplexní hospodaøení s energiemi, s povrchovımi a odpadními vodami";"3.1. Dosáhnout vyšší atraktivity ivota ve mìstì";;;;ebìtín;02/2012;03/2014;"Statutární  mìsto Brno";"Rekonstrukcí a dostavbou kanalizace v mìstské èásti ebìtín byl rekonstruován a dostavìn oddílnı kanalizaèní systém ve stávající zástavbì. Uvedením tìchto staveb do provozu jsou splaškové vody od obyvatel tìchto mìstskıch èástí odvedeny na ÈOV a ji nebudou zneèišovat vodní toky. Je zajištìno napojení dalších stávajících obyvatel na ÈOV, èím dojde ke zlepšení ivotního prostøedí a ivotních podmínek obyvatel vıše uvedenıch mìstskıch èástí. Rekonstrukce a dostavba kanalizace v MÈ Brno-ebìtín konkrétnì obsahovala:  - komunikaci ul. Ostrovaèická; - odvodnìní komunikací v ul. Ostrovaèická; - odvodnìní povrchù v ul. Ostrovaèické; - opìrnou zeï."
;"Moravské námìstí, vèetnì Bìhounské";"Technická infrastruktura";49.1974000;16.6082000;"Moravské námìstí, Bìhounská";http://www.risy.cz/cs/vyhledavace/projekty-eu/detail?id=66169;150927388;Dokonèeno;"3.1. Dosáhnout vyšší atraktivity ivota ve mìstì";"5.1. Zlepšit kvalitu vnitøní a vnìjší dostupnosti mìsta";;;;Brno-Støed;09/2009;02/2015;"Statutární mìsto Brno";"Pøedmìtem projektu byla rekonstrukce ""kamenné èásti"" Moravského námìstí v prostoru, kterı je vymezen budovami Nejvyššího správního soudu, Moravské galerie a kostelem Sv. Tomáše. Souèástí projektu byla i rekonstrukce ulice Bìhounská v úseku od Moravského po Jakubské námìstí a dotèenıch úsekù pøilehlıch ulic podél Moravského námìstí. V klidové zónì na Moravském námìstí byla novì umístìna umìlecká díla (vodní prvek a objekt s modelem mìsta). V ploše námìstí byl doplnìn novı mobiliáø a vysazeno stromoøadí. Úpravám pøedcházely rekonstrukce a pøeloky inenırskıch sítí. Realizace stavebních prací probìhla v období záøí 2009 - øíjen 2010."
;"Joštova - úsek Komenského nám. - Údolní";"Technická infrastruktura";49.1966069;16.6029950;"Joštova, Komenského námìstí, Údolní";http://www.jihovychod.cz/rack/dotace/0000544;160323895;Dokonèeno;"5.1. Zlepšit kvalitu vnitøní a vnìjší dostupnosti mìsta";;;;;Brno-Støed;03/2010;10/2011;"Statutární mìsto Brno";"Joštova ulice je souèástí Mìstské památkové rezervace Brno a jedním z urbanisticky nejvıznamnìjších míst brnìnského hradebního okruhu. Z dopravního hlediska ulice Joštova zajišuje propojení MHD na severní stranì historického jádra mìsta. V køíení s ulicí Èeskou vytváøí ulice Joštova jeden z nejvìtších pøestupních uzlù veøejné dopravy v Brnì i Jihomoravském kraji.   Rekonstrukce Joštovy ulice byla rozdìlena na dvì etapy. Pøedmìtem tohoto projektu byla druhá etapa, tzn. komplexní rekonstrukce v úseku Komenského námìstí – køiovatka s ulicí Údolní. Souèástí byla rekonstrukce kolejové køiovatky pøed „Èervenım kostelem“.   Základem úpravy byla zmìna uspoøádání ulice, úprava umístìní tramvajovıch zastávek øešenıch bezbariérovì. V rámci projektu byla dále provedena bezbariérová úprava povrchu komunikací, rekonstrukce tramvajové trati, nové veøejné osvìtlení, úprava stromoøadí podél ulice a doplnìn novı mobiliáø – lavièky, zastávkové pøístøešky, odpadkové koše, litinové møíe u stromù apod. Souèástí stavby byla také rekonstrukce všech inenırskıch sítí.   Cílem projektu bylo vytvoøit z této ulice reprezentativní veøejné prostranství, které pøinese zvıšení bezpeènosti, estetiky, pobytové pohody historického centra mìsta Brna a zatraktivnìní mìstské památkové rezervace pro návštìvníky."
;"Areál Riviéra";Sport;49.1862564;16.5730344;"Bauerova 322/7, 603 00 Brno-Pisárky";https://www.brno.cz/brno-aktualne/tiskovy-servis/tiskove-zpravy/na-riviere-vznikne-novy-areal-opravi-se-i-zamecek/;93900000;Dokonèeno;"3.1. Dosáhnout vyšší atraktivity ivota ve mìstì";;;;;Brno-Støed;08/2014;09/2015;"Statutární  mìsto Brno";"Souèástí projektu byly tyto tøi základní prvky: 1) Vybudování z èásti krytého dopravního høištì, které je rozšíøením infrastruktury pro dopravnì vzdìlávací aktivity pro školská zaøízení i pro veøejnost 2) Kompletní rekonstrukce „zámeèku“, kterı je vyuíván Mìstskou policií Brno pro teoretickou èást vıukovıch programù dopravní vıchovy 3) Kompletní renovace exteriérù – vıstavba in-line dráhy, opravy chodníkù a komunikací, sadové úpravy, novı mobiliáø, rekonstrukce altánu pøed budovou zámeèku atd."
;"Víceúèelové høištì pøi ZŠ Otevøená";Sport;49.2089856;16.4883147;"Otevøená 986/20a, 614 00 Brno-ebìtín";http://www.brno.cz/fileadmin/user_upload/sprava_mesta/magistrat_mesta_brna/OIEF/Projekty_realizace/Hriste_Otevrena_publicita.pdf;11910060;Dokonèeno;"4.1. Vytvoøit podmínky pro pøíchod a udrení elit ve mìstì";"1.1. Získat pozitivní a dynamickı profil mìsta";;;;ebìtín;04/2014;06/2015;"Statutární mìsto Brno";"Cílem projektu bylo vybudovat nové školní høištì pøi základní škole v ebìtínì, které je rozdìleno do tøí vıškovıch úrovní. V horní èásti pozemku bylo vybudováno høištì s umìlım povrchem pro míèové hry - fotbal, volejbal, basketbal, florbal nohejbal, badminton a házenou, ohranièené ochrannou sítí do vıšky 4 m. Mezi høištìm pro míèové hry a tìlocviènou je bìecká dráha se 4 dráhami pro bìh na 50 m a dráha pro skok dalekı vèetnì doskoèištì. Ve zbıvající èásti bude park s prolézaèkami a zahradním domkem na sportovní náøadí a dále oddychovı altán pro pøíleitostnou vıuku dìtí v pøírodì. V rámci stavby budou rovnì provedeny terénní a sadové úpravy, rozvody vody pro závlahu a venkovní osvìtlení. Dešové vody v èásti parku a na nezpevnìnıch plochách budou zasakovány, vody z høištì budou odvádìny drenáí do stávající retenèní nádre. Dále zde bude umístìna lanová pyramida, øetìzová lávka, trojkladina. Celı areál byl doplnìn zelení a osázen ivım plotem z habrù jako tlumící prvek od obytné zástavby. Høištì slouí pro vıuku tìlesné vıchovy na ZŠ Otevøená, v odpoledních hodinách pro volnoèasové aktivity dìtí, obèanská sdruení, tìlovıchovné organizace a v podveèerních hodinách i veøejnosti."
;"Otevøená škola – pohybem k zdravému ivotnímu stylu";Sport;49.2092350;16.4890892;"Otevøená 986/20a, 614 00 Brno-ebìtín";http://www.brno.cz/fileadmin/user_upload/sprava_mesta/magistrat_mesta_brna/OIEF/Projekty_realizace/Otevrena_skola_publicita.pdf;7758391;Dokonèeno;"3.1. Dosáhnout vyšší atraktivity ivota ve mìstì";"1.1. Získat pozitivní a dynamickı profil mìsta";;;;ebìtín;03/2014;10/2014;"Statutární mìsto Brno";"Høištì pøi Waldorfské základní a mateøské škole Brno, Plovdivská 8 v abovøeskách bylo pøed zahájením prací naprosto nevyhovující (dìravı umìlı trávník a atletickı ovál s popraskanım asfaltovım povrchem, rozpadlé schodové tribuny). Hlavním cílem projektu tedy bylo vybudovat venkovní sportovní areál pøi Waldorfské základní a mateøské škole Brno, Plovdivská 8 pro komunitní, volnoèasové a sportovní aktivity školy, sportovních klubù a také široké veøejnosti zabıvající se rekreaèní formou rùznıch odvìtví sportu. Novì byla vybudována atletická plocha, víceúèelové høištì a travnaté høištì, èím vznikl atletickı ovál, sprinterská rovinka, sektor pro skok dalekı, travnaté høištì a víceúèelové høištì uprostøed oválu. Plochu atletického oválu pokryl polyuretanovı povrch, plochu víceúèelového høištì tvoøí umìlı trávník. Dále byl ve sportovním areálu umístìn síovı lanovı prvek, byla vybudována pøírodní tribuna a opravou prošel i pøístupovı chodník. V areálu byl umístìn uzamykatelnı sklad pro skladování sportovních a údrbovıch potøeb."
